AOCTimewave, AmbTemp, DewPtTemp, DewPtTempTDL, H2Omr, PotTemp, RelHumidity, StaticPrs, VertWindSpd, WindDir, WindSpd
60399,-1.847,-33.445,-23.835,0.41,321.2,6.8,553.9,-0.11,355.01,12.76
60400,-1.85,-33.441,-23.833,0.41,321.2,6.8,553.86,-0.08,355.05,12.84
60401,-1.877,-33.443,-23.834,0.41,321.17,6.81,553.86,0.05,355.22,12.94
60402,-1.861,-33.423,-23.835,0.41,321.2,6.82,553.77,0.17,355.01,12.96
60403,-1.877,-33.396,-23.835,0.41,321.2,6.85,553.68,0.27,354.92,12.93
60404,-1.91,-33.341,-23.834,0.42,321.16,6.9,553.69,0.3,354.72,12.94
60405,-1.909,-33.314,-23.833,0.42,321.15,6.92,553.73,0.27,354.42,13.03
60406,-1.912,-33.236,-23.832,0.42,321.17,6.97,553.59,0.28,354.03,12.98
60407,-1.924,-33.183,-23.831,0.42,321.16,7.01,553.53,0.32,354.07,12.98
60408,-1.951,-33.105,-23.831,0.43,321.13,7.08,553.53,0.34,354.04,12.99
60409,-1.966,-32.997,-23.83,0.43,321.13,7.16,553.44,0.29,354.01,13.04
60410,-1.968,-32.893,-23.829,0.43,321.15,7.24,553.29,0.3,353.87,13.01
60411,-1.959,-32.789,-23.831,0.44,321.16,7.31,553.29,0.21,353.98,13.15
60412,-2.005,-32.659,-23.83,0.44,321.12,7.43,553.22,0,353.74,13.16
60413,-1.997,-32.527,-23.832,0.45,321.14,7.52,553.16,-0.19,353.4,13.2
60414,-1.993,-32.393,-23.829,0.46,321.15,7.61,553.11,-0.25,353.49,13.07
60415,-2.006,-32.237,-23.83,0.46,321.14,7.73,553.1,-0.27,354.21,12.99
60416,-1.986,-32.082,-23.83,0.47,321.17,7.84,553.07,-0.32,355.06,13.09
60417,-1.938,-31.955,-23.833,0.48,321.23,7.91,553.04,-0.27,355.47,13.1
60418,-1.956,-31.773,-23.832,0.48,321.22,8.06,552.99,-0.17,356.55,13.07
60419,-1.953,-31.616,-23.832,0.49,321.22,8.18,552.97,-0.07,357.34,12.91
60420,-1.922,-31.457,-23.832,0.5,321.27,8.29,552.89,-0.09,357.36,12.74
60421,-1.87,-31.326,-23.833,0.51,321.35,8.36,552.78,-0.05,357.74,12.69
60422,-1.891,-31.169,-23.832,0.51,321.35,8.5,552.64,-0.07,357.42,12.6
60423,-1.882,-31.013,-23.833,0.52,321.39,8.62,552.48,-0.09,357.06,12.41
60424,-1.847,-30.883,-23.833,0.53,321.47,8.7,552.27,-0.1,356.49,12.33
60425,-1.829,-30.75,-23.833,0.54,321.52,8.8,552.08,-0.11,355.99,12.39
60426,-1.853,-30.648,-23.832,0.54,321.53,8.9,551.82,-0.07,355.3,12.37
60427,-1.846,-30.543,-23.832,0.55,321.61,8.99,551.39,-0.04,354.42,12.3
60428,-1.832,-30.439,-23.834,0.55,321.67,9.07,551.14,0.31,353.86,12.26
60429,-1.832,-30.361,-23.835,0.56,321.66,9.14,551.18,0.57,353.62,12.28
60430,-1.888,-30.283,-23.833,0.56,321.59,9.24,551.23,0.57,353.87,12.32
60431,-1.87,-30.233,-23.834,0.56,321.54,9.27,551.66,0.59,354.6,12.49
60432,-1.875,-30.206,-23.834,0.56,321.47,9.3,552.01,0.39,355.69,12.96
60433,-1.876,-30.177,-23.833,0.57,321.46,9.33,552.06,0.25,356.51,12.99
60434,-1.908,-30.15,-23.833,0.57,321.41,9.37,552.14,0.23,357.39,13.1
60435,-1.961,-30.178,-23.833,0.56,321.36,9.39,552.11,0.28,357.79,13.19
60436,-1.974,-30.176,-23.834,0.57,321.36,9.4,551.97,0.26,357.99,13.2
60437,-2.017,-30.202,-23.831,0.56,321.33,9.4,551.86,0.3,358.05,13.1
60438,-2.04,-30.251,-23.83,0.56,321.34,9.38,551.64,0.42,358.02,13
60439,-2.058,-30.304,-23.829,0.56,321.32,9.34,551.62,0.57,357.94,12.93
60440,-2.075,-30.358,-23.83,0.56,321.29,9.31,551.69,0.58,357.88,12.91
60441,-2.092,-30.412,-23.832,0.55,321.24,9.27,551.9,0.52,357.65,12.83
60442,-2.083,-30.488,-23.829,0.55,321.22,9.2,552.06,0.32,357.06,12.79
60443,-2.03,-30.565,-23.831,0.54,321.24,9.09,552.34,0.15,356.95,12.9
60444,-2.036,-30.617,-23.829,0.54,321.21,9.05,552.44,0.05,357.21,12.81
60445,-2.043,-30.696,-23.83,0.54,321.19,8.99,552.51,0.12,356.82,12.65
60446,-2.037,-30.774,-23.828,0.53,321.16,8.92,552.77,0.18,356.51,12.68
60447,-1.967,-30.826,-23.83,0.53,321.2,8.83,552.98,0.13,355.77,12.82
60448,-1.959,-30.878,-23.83,0.53,321.22,8.78,552.94,0.03,355.77,12.85
60449,-1.95,-30.931,-23.829,0.53,321.24,8.73,552.91,0.12,356.13,12.83
60450,-1.945,-30.979,-23.827,0.52,321.25,8.69,552.89,0.29,356.23,12.83
60451,-1.922,-31.03,-23.827,0.52,321.24,8.63,553.11,0.27,356.04,12.92
60452,-1.903,-31.056,-23.828,0.52,321.25,8.6,553.15,0.3,355.83,12.87
60453,-1.881,-31.082,-23.827,0.52,321.25,8.56,553.3,0.38,355.7,12.87
60454,-1.86,-31.11,-23.828,0.52,321.23,8.53,553.56,0.42,355.76,12.82
60455,-1.86,-31.114,-23.83,0.52,321.18,8.52,553.86,0.35,356.25,12.87
60456,-1.82,-31.116,-23.832,0.52,321.22,8.5,553.93,0.24,356.65,12.89
60457,-1.821,-31.087,-23.831,0.52,321.23,8.52,553.89,0.19,356.59,12.69
60458,-1.787,-31.089,-23.832,0.52,321.27,8.5,553.89,0.34,356.95,12.65
60459,-1.804,-31.064,-23.833,0.52,321.25,8.53,553.89,0.38,356.66,12.64
60460,-1.828,-31.013,-23.833,0.52,321.23,8.58,553.85,0.33,355.64,12.55
60461,-1.815,-30.987,-23.832,0.52,321.25,8.6,553.8,0.2,355.54,12.56
60462,-1.784,-30.932,-23.831,0.52,321.29,8.62,553.77,0.09,355.16,12.63
60463,-1.802,-30.851,-23.829,0.53,321.28,8.7,553.69,-0.11,354.36,12.61
60464,-1.832,-30.798,-23.829,0.53,321.25,8.77,553.68,-0.08,354.69,12.5
60465,-1.765,-30.72,-23.829,0.53,321.31,8.79,553.76,-0.14,355,12.68
60466,-1.82,-30.618,-23.83,0.54,321.34,8.91,553.24,-0.09,354.89,12.54
60467,-1.849,-30.536,-23.829,0.55,321.37,9,552.82,0.03,354.29,12.34
60468,-1.855,-30.434,-23.833,0.55,321.39,9.09,552.67,0.16,354.17,12.25
60469,-1.909,-30.329,-23.831,0.56,321.33,9.22,552.61,0.18,354.4,12.3
60470,-1.907,-30.197,-23.831,0.56,321.34,9.33,552.56,0.09,354.28,12.29
60471,-1.884,-30.094,-23.83,0.57,321.36,9.41,552.64,-0.08,354.98,12.34
60472,-1.908,-29.964,-23.831,0.58,321.33,9.54,552.67,-0.14,355.9,12.46
60473,-1.883,-29.836,-23.834,0.58,321.37,9.64,552.6,0.06,356.33,12.41
60474,-1.88,-29.707,-23.832,0.59,321.37,9.75,552.59,0.28,355.81,12.37
60475,-1.857,-29.576,-23.832,0.6,321.37,9.86,552.76,0.39,355.61,12.38
60476,-1.883,-29.447,-23.836,0.6,321.33,10,552.83,0.3,355.01,12.35
60477,-1.884,-29.312,-23.835,0.61,321.31,10.13,552.91,0.29,354.75,12.27
60478,-1.869,-29.179,-23.833,0.62,321.31,10.24,553.06,0.3,354.59,12.18
60479,-1.802,-29.076,-23.833,0.63,321.37,10.29,553.12,0.31,354.5,12.25
60480,-1.789,-28.949,-23.834,0.63,321.38,10.4,553.17,0.33,354.15,12.25
60481,-1.789,-28.844,-23.833,0.64,321.4,10.51,553.03,0.38,354.14,12.12
60482,-1.782,-28.74,-23.832,0.65,321.42,10.6,552.96,0.33,354.24,12.17
60483,-1.735,-28.659,-23.834,0.65,321.47,10.65,553,0.28,354.25,12.18
60484,-1.762,-28.551,-23.832,0.66,321.45,10.78,552.97,0.27,354.27,12.2
60485,-1.734,-28.469,-23.832,0.66,321.5,10.84,552.88,0.23,354.24,12.16
60486,-1.774,-28.385,-23.83,0.67,321.46,10.95,552.83,0.17,354.07,12.14
60487,-1.77,-28.333,-23.829,0.67,321.45,11,552.92,0.07,354.16,12.1
60488,-1.735,-28.28,-23.831,0.67,321.47,11.03,553.02,-0.08,354.35,12.13
60489,-1.734,-28.226,-23.83,0.68,321.43,11.08,553.28,-0.35,354.65,12.21
60490,-1.727,-28.173,-23.831,0.68,321.44,11.13,553.28,-0.53,354.68,12.07
60491,-1.681,-28.123,-23.831,0.68,321.49,11.15,553.26,-0.47,355.02,11.99
60492,-1.661,-28.097,-23.83,0.69,321.55,11.16,553.06,-0.53,354.99,11.92
60493,-1.707,-28.049,-23.831,0.69,321.53,11.25,552.84,-0.44,354.89,11.74
60494,-1.694,-28.023,-23.831,0.69,321.54,11.26,552.86,-0.29,355.21,11.67
60495,-1.719,-27.997,-23.832,0.69,321.55,11.31,552.68,-0.27,355.55,11.62
60496,-1.723,-27.967,-23.829,0.69,321.56,11.35,552.56,-0.29,355.87,11.46
60497,-1.712,-27.916,-23.832,0.7,321.55,11.39,552.69,-0.22,355.93,11.47
60498,-1.708,-27.887,-23.829,0.7,321.56,11.42,552.68,-0.29,355.78,11.54
60499,-1.746,-27.86,-23.829,0.7,321.51,11.48,552.68,-0.4,355.58,11.62
60500,-1.749,-27.833,-23.83,0.7,321.51,11.51,552.69,-0.47,355.13,11.6
60501,-1.734,-27.836,-23.831,0.7,321.51,11.49,552.77,-0.53,354.97,11.52
60502,-1.709,-27.809,-23.831,0.7,321.55,11.5,552.72,-0.38,354.76,11.24
60503,-1.65,-27.781,-23.833,0.71,321.6,11.48,552.85,-0.32,354.58,11.21
60504,-1.663,-27.756,-23.833,0.71,321.58,11.52,552.86,-0.3,354.35,11.29
60505,-1.65,-27.73,-23.832,0.71,321.58,11.53,552.98,-0.31,354.68,11.37
60506,-1.645,-27.732,-23.834,0.71,321.58,11.53,553.02,-0.14,354.74,11.35
60507,-1.621,-27.705,-23.834,0.71,321.59,11.54,553.12,0.03,354.83,11.57
60508,-1.647,-27.704,-23.833,0.71,321.53,11.56,553.3,0.06,353.74,11.43
60509,-1.62,-27.68,-23.832,0.71,321.52,11.56,553.53,0.07,354.83,11.78
60510,-1.632,-27.682,-23.833,0.71,321.48,11.57,553.7,-0.1,354.51,11.72
60511,-1.565,-27.651,-23.831,0.71,321.54,11.55,553.82,-0.11,354.94,11.83
60512,-1.588,-27.652,-23.831,0.71,321.51,11.56,553.81,-0.29,355.07,11.9
60513,-1.597,-27.652,-23.831,0.71,321.51,11.57,553.75,-0.25,354.79,11.8
60514,-1.592,-27.624,-23.83,0.72,321.53,11.6,553.68,-0.12,354.35,11.7
60515,-1.585,-27.624,-23.832,0.72,321.55,11.59,553.64,-0.17,354,11.64
60516,-1.564,-27.625,-23.831,0.72,321.58,11.57,553.57,-0.31,354.14,11.51
60517,-1.546,-27.605,-23.833,0.72,321.61,11.58,553.53,-0.22,354.33,11.47
60518,-1.566,-27.599,-23.832,0.72,321.58,11.6,553.59,-0.18,354.61,11.52
60519,-1.55,-27.599,-23.833,0.72,321.6,11.59,553.55,-0.32,354.48,11.59
60520,-1.564,-27.605,-23.833,0.72,321.61,11.59,553.38,-0.34,354.5,11.52
60521,-1.58,-27.63,-23.834,0.72,321.61,11.58,553.28,-0.35,354.37,11.44
60522,-1.582,-27.628,-23.832,0.72,321.62,11.58,553.22,-0.39,354.05,11.41
60523,-1.597,-27.655,-23.834,0.71,321.61,11.57,553.15,-0.35,353.38,11.5
60524,-1.596,-27.684,-23.835,0.71,321.62,11.54,553.1,-0.3,352.85,11.55
60525,-1.576,-27.709,-23.832,0.71,321.63,11.49,553.16,-0.17,352.83,11.63
60526,-1.561,-27.763,-23.834,0.71,321.65,11.42,553.17,-0.02,352.61,11.67
60527,-1.588,-27.785,-23.832,0.71,321.63,11.42,553.12,0.09,352.35,11.66
60528,-1.607,-27.836,-23.83,0.7,321.6,11.38,553.15,0.19,352.64,11.74
60529,-1.609,-27.887,-23.831,0.7,321.58,11.33,553.24,0.34,352.74,11.74
60530,-1.588,-27.966,-23.83,0.69,321.62,11.23,553.19,0.51,352.81,11.76
60531,-1.577,-28.045,-23.83,0.69,321.63,11.14,553.2,0.53,352.97,11.79
60532,-1.582,-28.125,-23.832,0.68,321.59,11.06,553.41,0.46,353.32,11.76
60533,-1.597,-28.234,-23.833,0.68,321.56,10.96,553.45,0.38,353.54,11.75
60534,-1.592,-28.313,-23.833,0.67,321.56,10.88,553.52,0.36,353.66,11.72
60535,-1.594,-28.418,-23.833,0.66,321.54,10.78,553.62,0.35,353.78,11.8
60536,-1.584,-28.524,-23.832,0.66,321.54,10.66,553.67,0.36,353.72,11.87
60537,-1.586,-28.627,-23.834,0.65,321.54,10.56,553.66,0.33,353.49,11.84
60538,-1.58,-28.735,-23.833,0.65,321.54,10.45,553.71,0.16,353.47,11.9
60539,-1.574,-28.837,-23.832,0.64,321.53,10.35,553.83,0.08,352.9,11.88
60540,-1.581,-28.914,-23.831,0.63,321.53,10.28,553.75,0.07,352.69,11.86
60541,-1.556,-29.02,-23.832,0.63,321.55,10.16,553.81,-0.04,352.75,11.94
60542,-1.545,-29.127,-23.831,0.62,321.56,10.05,553.85,-0.11,352.66,11.93
60543,-1.549,-29.231,-23.83,0.62,321.57,9.95,553.75,-0.07,352.57,11.88
60544,-1.563,-29.335,-23.831,0.61,321.55,9.87,553.77,-0.01,352.36,11.83
60545,-1.561,-29.412,-23.831,0.61,321.54,9.79,553.83,-0.03,352.47,11.81
60546,-1.565,-29.491,-23.832,0.6,321.54,9.72,553.82,-0.09,352.49,11.79
60547,-1.561,-29.569,-23.83,0.6,321.55,9.65,553.78,-0.01,352.42,11.82
60548,-1.535,-29.645,-23.828,0.59,321.59,9.56,553.73,0.14,352.31,11.85
60549,-1.549,-29.696,-23.829,0.59,321.59,9.53,553.64,0.15,352.1,11.86
60550,-1.56,-29.749,-23.828,0.59,321.57,9.49,553.67,0.07,351.61,11.94
60551,-1.568,-29.805,-23.832,0.58,321.56,9.44,553.71,0.05,351.25,11.88
60552,-1.565,-29.832,-23.829,0.58,321.57,9.42,553.62,0.06,351.2,11.81
60553,-1.549,-29.862,-23.832,0.58,321.59,9.38,553.64,0.03,351.29,11.78
60554,-1.542,-29.885,-23.829,0.58,321.6,9.35,553.62,-0.04,351.33,11.75
60555,-1.535,-29.887,-23.83,0.58,321.61,9.35,553.6,-0.13,351.28,11.72
60556,-1.552,-29.891,-23.829,0.58,321.59,9.36,553.61,-0.18,351.29,11.69
60557,-1.566,-29.887,-23.83,0.58,321.56,9.37,553.71,-0.22,351.11,11.67
60558,-1.553,-29.859,-23.83,0.58,321.58,9.38,553.68,-0.25,350.81,11.65
60559,-1.561,-29.806,-23.829,0.58,321.58,9.44,553.59,-0.41,350.35,11.51
60560,-1.556,-29.78,-23.829,0.58,321.59,9.46,553.6,-0.64,349.72,11.47
60561,-1.541,-29.7,-23.829,0.59,321.61,9.52,553.55,-0.67,349.41,11.4
60562,-1.56,-29.593,-23.829,0.6,321.6,9.63,553.49,-0.42,349.45,11.29
60563,-1.56,-29.464,-23.829,0.6,321.6,9.75,553.51,-0.22,349.15,11.26
60564,-1.549,-29.257,-23.829,0.61,321.6,9.93,553.54,-0.27,348.99,11.18
60565,-1.535,-29.02,-23.831,0.63,321.62,10.14,553.53,-0.41,349.61,10.99
60566,-1.522,-28.708,-23.831,0.65,321.64,10.43,553.51,-0.29,350.17,10.85
60567,-1.486,-28.342,-23.834,0.67,321.68,10.77,553.51,-0.14,349.65,10.94
60568,-1.49,-27.92,-23.832,0.7,321.68,11.2,553.52,-0.15,349.49,10.89
60569,-1.499,-27.447,-23.83,0.73,321.67,11.71,553.47,-0.07,349.2,10.72
60570,-1.485,-26.944,-23.83,0.76,321.68,12.25,553.52,-0.01,349.37,10.82
60571,-1.506,-26.387,-23.829,0.8,321.66,12.91,553.51,0.06,349.09,10.78
60572,-1.496,-25.808,-23.83,0.85,321.67,13.6,553.54,0.09,349.07,10.63
60573,-1.481,-25.201,-23.832,0.89,321.68,14.36,553.53,0.21,349,10.56
60574,-1.444,-24.562,-23.832,0.95,321.72,15.17,553.55,0.23,349.11,10.59
60575,-1.437,-23.93,-23.833,1,321.73,16.04,553.57,0.14,348.82,10.39
60576,-1.4,-23.272,-23.835,1.06,321.77,16.97,553.55,0,349.21,10.27
60577,-1.382,-22.634,-23.833,1.12,321.79,17.93,553.61,-0.06,349.35,10.21
60578,-1.354,-22.028,-23.834,1.19,321.84,18.87,553.5,0.09,349.19,9.97
60579,-1.329,-21.441,-23.832,1.25,321.87,19.83,553.47,0.21,349.21,9.93
60580,-1.303,-20.932,-23.833,1.3,321.9,20.69,553.44,0.18,349.27,9.84
60581,-1.275,-20.475,-23.83,1.36,321.94,21.49,553.4,0.2,349.78,9.76
60582,-1.254,-20.096,-23.829,1.4,321.97,22.17,553.38,0.15,349.48,9.75
60583,-1.229,-19.803,-23.829,1.44,321.98,22.7,553.49,0.13,349.18,9.8
60584,-1.216,-19.564,-23.83,1.47,322.01,23.15,553.38,0.16,349.41,9.83
60585,-1.221,-19.431,-23.83,1.49,322,23.42,553.45,0.25,349.5,9.85
60586,-1.214,-19.351,-23.83,1.5,322,23.57,553.49,0.36,349.43,9.89
60587,-1.211,-19.35,-23.829,1.5,322,23.57,553.53,0.41,349.68,9.92
60588,-1.201,-19.428,-23.829,1.49,322.01,23.39,553.52,0.26,349.74,9.89
60589,-1.18,-19.563,-23.829,1.47,322.03,23.09,553.53,0.14,349.2,9.97
60590,-1.201,-19.719,-23.829,1.45,322.02,22.82,553.45,0.12,348.79,9.97
60591,-1.218,-19.958,-23.828,1.42,322.01,22.38,553.42,0.08,348.35,9.96
60592,-1.232,-20.253,-23.829,1.38,321.98,21.84,553.49,0.05,348.07,10.07
60593,-1.243,-20.576,-23.83,1.35,321.96,21.25,553.5,-0.03,348.54,10.11
60594,-1.22,-20.926,-23.831,1.31,322,20.58,553.47,-0.06,348.4,10.24
60595,-1.206,-21.273,-23.832,1.27,322.01,19.94,553.51,-0.08,348.2,10.28
60596,-1.244,-21.675,-23.832,1.22,321.96,19.31,553.51,0.01,347.9,10.54
60597,-1.302,-22.074,-23.832,1.18,321.9,18.73,553.48,0.01,348.08,10.69
60598,-1.347,-22.443,-23.83,1.14,321.84,18.19,553.53,-0.05,348.61,10.69
60599,-1.336,-22.841,-23.83,1.1,321.85,17.54,553.57,-0.01,348.67,10.84
60600,-1.368,-23.187,-23.831,1.07,321.81,17.05,553.59,-0.14,348.72,10.97
60601,-1.389,-23.528,-23.829,1.04,321.78,16.57,553.58,-0.2,348.68,10.98
60602,-1.39,-23.82,-23.831,1.01,321.78,16.14,553.58,-0.28,348.6,10.95
60603,-1.363,-24.084,-23.83,0.99,321.8,15.74,553.63,-0.27,348.46,10.9
60604,-1.338,-24.297,-23.83,0.97,321.81,15.41,553.77,-0.16,348.57,10.73
60605,-1.295,-24.484,-23.83,0.95,321.9,15.11,553.58,-0.24,348.86,10.43
60606,-1.237,-24.618,-23.829,0.94,321.96,14.86,553.62,-0.27,349.4,10.24
60607,-1.201,-24.701,-23.831,0.93,322,14.71,553.6,-0.31,350.02,10.02
60608,-1.127,-24.725,-23.831,0.93,322.09,14.6,553.62,-0.24,350.38,9.93
60609,-1.077,-24.72,-23.83,0.93,322.15,14.55,553.58,-0.26,350.98,9.83
60610,-1.063,-24.669,-23.831,0.94,322.17,14.6,553.6,-0.23,351.77,9.82
60611,-1.001,-24.591,-23.831,0.94,322.24,14.64,553.58,-0.17,351.88,9.76
60612,-1.017,-24.46,-23.83,0.95,322.22,14.83,553.58,-0.1,351.65,9.82
60613,-0.967,-24.329,-23.831,0.97,322.27,14.95,553.65,-0.06,351.58,9.77
60614,-0.99,-24.197,-23.832,0.98,322.25,15.15,553.59,-0.07,352.27,9.79
60615,-0.956,-24.034,-23.832,0.99,322.29,15.34,553.64,0.04,351.94,9.76
60616,-0.964,-23.873,-23.828,1.01,322.27,15.57,553.65,0.04,351.83,9.78
60617,-0.924,-23.712,-23.827,1.02,322.34,15.75,553.52,0.1,351.58,9.92
60618,-0.972,-23.579,-23.827,1.03,322.28,15.99,553.58,0.12,351.59,9.92
60619,-0.932,-23.446,-23.828,1.05,322.3,16.14,553.69,0.17,351.78,9.97
60620,-0.977,-23.365,-23.828,1.05,322.25,16.31,553.68,0.19,351.02,10.03
60621,-0.959,-23.284,-23.827,1.06,322.29,16.4,553.62,0.13,350.76,10.03
60622,-0.98,-23.26,-23.831,1.06,322.27,16.46,553.59,0.37,350.61,10.07
60623,-0.995,-23.26,-23.83,1.06,322.24,16.48,553.61,0.62,350.42,10.16
60624,-0.99,-23.315,-23.829,1.06,322.25,16.4,553.6,0.7,349.5,10.13
60625,-1.039,-23.369,-23.83,1.05,322.18,16.38,553.66,0.49,349.48,10.19
60626,-1.019,-23.472,-23.829,1.04,322.2,16.2,553.69,0.3,349.2,10.28
60627,-1.097,-23.578,-23.827,1.03,322.12,16.14,553.64,0.35,348.76,10.33
60628,-1.097,-23.737,-23.829,1.02,322.11,15.92,553.68,0.4,347.97,10.48
60629,-1.194,-23.865,-23.826,1.01,321.99,15.85,553.74,0.36,347.31,10.63
60630,-1.179,-24.046,-23.827,0.99,322.01,15.58,553.69,0.28,348.03,10.55
60631,-1.204,-24.205,-23.825,0.98,321.98,15.39,553.71,0.39,348.39,10.53
60632,-1.152,-24.389,-23.825,0.96,322.04,15.07,553.75,0.29,348.34,10.49
60633,-1.165,-24.549,-23.826,0.95,322.02,14.87,553.73,0,348.32,10.42
60634,-1.142,-24.71,-23.825,0.93,322.05,14.63,553.76,-0.04,347.95,10.39
60635,-1.144,-24.842,-23.828,0.92,322.05,14.46,553.72,0.08,347.99,10.32
60636,-1.15,-24.975,-23.827,0.91,322.03,14.3,553.8,0.07,348.32,10.4
60637,-1.126,-25.083,-23.83,0.9,322.06,14.14,553.79,-0.01,348.1,10.31
60638,-1.161,-25.165,-23.827,0.9,322.02,14.07,553.79,0.07,348.35,10.4
60639,-1.154,-25.222,-23.828,0.89,322.05,13.99,553.65,0.11,348.09,10.31
60640,-1.147,-25.252,-23.83,0.89,322.05,13.94,553.68,0.11,348.16,10.37
60641,-1.178,-25.251,-23.827,0.89,322.02,13.97,553.66,0.13,348.06,10.44
60642,-1.166,-25.221,-23.829,0.89,322.03,14,553.67,0.1,347.62,10.48
60643,-1.205,-25.14,-23.828,0.9,321.97,14.14,553.77,0.09,348.21,10.47
60644,-1.159,-25.061,-23.829,0.9,322.03,14.2,553.76,0.06,348.33,10.49
60645,-1.192,-24.929,-23.83,0.91,321.99,14.4,553.77,-0.01,348.4,10.42
60646,-1.179,-24.798,-23.831,0.93,322,14.56,553.77,0.11,348.75,10.4
60647,-1.141,-24.636,-23.828,0.94,322.04,14.73,553.78,0.17,349,10.39
60648,-1.145,-24.45,-23.829,0.96,322.04,14.98,553.77,0.03,348.97,10.45
60649,-1.114,-24.269,-23.828,0.97,322.09,15.2,553.72,-0.08,349,10.29
60650,-1.122,-24.081,-23.829,0.99,322.08,15.46,553.73,-0.08,349.36,10.33
60651,-1.087,-23.868,-23.829,1.01,322.12,15.72,553.71,0,349.09,10.35
60652,-1.098,-23.684,-23.828,1.02,322.11,15.99,553.7,0.04,349.27,10.39
60653,-1.088,-23.5,-23.829,1.04,322.13,16.25,553.65,-0.02,349.51,10.27
60654,-1.047,-23.315,-23.829,1.06,322.18,16.47,553.64,-0.03,349.71,10.27
60655,-1.061,-23.129,-23.829,1.08,322.16,16.76,553.64,-0.06,349.8,10.34
60656,-1.035,-22.971,-23.831,1.09,322.19,16.96,553.64,-0.19,349.34,10.47
60657,-1.095,-22.862,-23.831,1.1,322.1,17.2,553.77,-0.26,349.43,10.5
60658,-1.064,-22.731,-23.83,1.11,322.13,17.36,553.77,-0.23,349.26,10.47
60659,-1.095,-22.65,-23.83,1.12,322.11,17.53,553.72,-0.07,349.34,10.54
60660,-1.074,-22.599,-23.83,1.13,322.14,17.58,553.64,0.01,349.49,10.6
60661,-1.116,-22.57,-23.829,1.13,322.1,17.68,553.62,-0.12,349.28,10.68
60662,-1.08,-22.544,-23.829,1.13,322.14,17.67,553.63,-0.22,349.36,10.71
60663,-1.127,-22.572,-23.83,1.13,322.1,17.69,553.56,-0.14,349.24,10.77
60664,-1.104,-22.624,-23.829,1.12,322.1,17.58,553.72,-0.16,349.27,10.92
60665,-1.17,-22.677,-23.83,1.12,322.01,17.58,553.76,-0.23,349.13,10.97
60666,-1.145,-22.758,-23.83,1.11,322.06,17.43,553.62,-0.11,349.1,11.05
60667,-1.195,-22.867,-23.831,1.1,321.98,17.32,553.75,0,348.99,11.13
60668,-1.184,-23.002,-23.832,1.09,322,17.1,553.75,-0.03,349.25,11.09
60669,-1.222,-23.107,-23.831,1.08,321.95,16.99,553.76,-0.13,349.09,11.18
60670,-1.214,-23.263,-23.83,1.06,321.95,16.75,553.83,-0.03,348.84,11.22
60671,-1.264,-23.395,-23.829,1.05,321.91,16.61,553.7,0.19,348.99,11.26
60672,-1.247,-23.531,-23.829,1.04,321.93,16.39,553.72,0.3,348.93,11.32
60673,-1.302,-23.636,-23.83,1.03,321.85,16.3,553.78,0.4,348.85,11.43
60674,-1.317,-23.767,-23.829,1.02,321.85,16.13,553.71,0.43,348.45,11.47
60675,-1.367,-23.869,-23.827,1.01,321.78,16.05,553.73,0.51,348.02,11.64
60676,-1.38,-23.949,-23.827,1,321.77,15.95,553.76,0.48,348.12,11.76
60677,-1.457,-24,-23.827,0.99,321.68,15.97,553.7,0.4,348.42,11.85
60678,-1.489,-24.024,-23.825,0.99,321.65,15.97,553.65,0.51,348.84,11.94
60679,-1.505,-24.027,-23.826,0.99,321.64,15.98,553.62,0.64,349.49,12.1
60680,-1.587,-24.005,-23.828,0.99,321.52,16.11,553.75,0.72,349.75,12.18
60681,-1.595,-23.952,-23.829,1,321.5,16.2,553.79,0.75,350.49,12.24
60682,-1.645,-23.843,-23.829,1.01,321.44,16.42,553.81,0.7,350.76,12.19
60683,-1.672,-23.71,-23.829,1.02,321.42,16.65,553.76,0.61,351.1,12.23
60684,-1.684,-23.547,-23.829,1.04,321.41,16.91,553.75,0.55,351.28,12.23
60685,-1.681,-23.361,-23.828,1.05,321.4,17.19,553.78,0.51,351.26,12.27
60686,-1.688,-23.153,-23.829,1.07,321.4,17.52,553.75,0.46,351.14,12.32
60687,-1.681,-22.918,-23.83,1.1,321.41,17.88,553.74,0.4,351,12.32
60688,-1.705,-22.655,-23.831,1.12,321.38,18.33,553.73,0.3,350.58,12.31
60689,-1.672,-22.391,-23.831,1.15,321.43,18.72,553.67,0.11,349.75,12.25
60690,-1.653,-22.097,-23.831,1.18,321.45,19.18,553.69,0.06,348.85,12.14
60691,-1.63,-21.829,-23.83,1.21,321.46,19.6,553.78,0.08,348.33,12.07
60692,-1.534,-21.535,-23.829,1.24,321.57,19.97,553.81,0.05,348.41,11.8
60693,-1.39,-21.27,-23.83,1.27,321.73,20.22,553.9,-0.03,348.64,11.6
60694,-1.346,-21.004,-23.831,1.3,321.78,20.63,553.89,-0.1,348.71,11.46
60695,-1.261,-20.767,-23.832,1.32,321.89,20.93,553.82,-0.06,348.83,11.36
60696,-1.198,-20.53,-23.834,1.35,321.96,21.26,553.83,-0.01,348.91,11.29
60697,-1.206,-20.342,-23.832,1.37,321.95,21.63,553.83,0.03,348.94,11.31
60698,-1.179,-20.182,-23.833,1.39,321.98,21.89,553.84,0.16,348.72,11.29
60699,-1.166,-20.071,-23.831,1.41,322,22.08,553.81,0.21,348.52,11.21
