AOCTimewave, AmbTemp, DewPtTemp, DewPtTempTDL, H2Omr, PotTemp, RelHumidity, StaticPrs, VertWindSpd, WindDir, WindSpd
72974,11.216,-3.006,-23.828,4.37,314.55,36.38,702.38,0.1,21.86,9.48
72975,11.284,-3.002,-23.828,4.37,314.63,36.22,702.31,0.06,21.6,9.46
72976,11.25,-3.003,-23.828,4.37,314.61,36.3,702.2,-0.22,21.4,9.48
72977,11.234,-3.005,-23.829,4.37,314.62,36.34,701.98,-0.38,20.76,9.39
72978,11.252,-3.013,-23.829,4.37,314.64,36.27,701.97,-0.29,20.07,9.35
72979,11.31,-3.018,-23.831,4.37,314.72,36.11,701.86,-0.36,20.86,9.4
72980,11.257,-3.019,-23.831,4.37,314.67,36.24,701.79,-0.41,22.2,9.57
72981,11.252,-3.023,-23.831,4.37,314.66,36.25,701.78,-0.21,22.93,9.75
72982,11.222,-3.019,-23.831,4.36,314.57,36.33,702.24,-0.14,21.29,9.8
72983,11.266,-2.993,-23.832,4.37,314.51,36.29,703.07,0.1,23.54,9.84
72984,11.309,-2.995,-23.832,4.36,314.49,36.18,703.61,0.02,24.45,9.94
72985,11.419,-2.996,-23.832,4.36,314.52,35.91,704.37,0.21,24.21,9.92
72986,11.462,-2.96,-23.832,4.36,314.46,35.9,705.17,0.51,23.98,9.83
72987,11.55,-2.979,-23.832,4.35,314.48,35.64,705.81,0.47,24.22,9.91
72988,11.665,-2.986,-23.832,4.35,314.5,35.35,706.63,0.4,25.69,9.9
72989,11.664,-2.961,-23.83,4.35,314.4,35.42,707.44,0.49,26.41,9.89
72990,11.717,-2.991,-23.831,4.34,314.36,35.21,708.21,0.58,27.12,10.01
72991,11.78,-2.996,-23.833,4.33,314.32,35.05,709.04,0.51,28.33,9.92
72992,11.908,-2.998,-23.834,4.32,314.36,34.75,709.88,0.48,29.63,9.91
72993,11.926,-2.992,-23.833,4.32,314.29,34.72,710.6,0.28,30.39,9.97
72994,12.06,-2.991,-23.833,4.32,314.34,34.41,711.37,0.28,30.19,10.08
72995,12.129,-2.994,-23.832,4.31,314.31,34.24,712.19,0.31,29.76,10.12
72996,12.206,-2.995,-23.832,4.3,314.26,34.07,713.25,0.32,29.65,10.13
72997,12.328,-2.998,-23.832,4.3,314.29,33.78,714.1,0.21,31.59,10.42
72998,12.331,-2.999,-23.832,4.29,314.19,33.77,714.94,0.21,30.81,10.44
72999,12.484,-3.023,-23.832,4.28,314.21,33.37,716.1,0.36,31.27,10.59
73000,12.582,-3.023,-23.833,4.27,314.2,33.15,717.01,0.35,31.56,10.56
73001,12.615,-3.019,-23.832,4.27,314.1,33.09,718.16,0.34,30.52,10.37
73002,12.734,-3.026,-23.832,4.26,314.07,32.81,719.41,0.61,31.06,10.5
73003,12.825,-3.024,-23.832,4.25,314.06,32.62,720.34,0.74,30.02,10.45
73004,12.843,-2.998,-23.832,4.25,313.91,32.64,721.69,0.86,31.27,10.46
73005,12.956,-2.969,-23.831,4.25,313.85,32.47,723.14,0.83,32.79,10.3
73006,12.99,-2.964,-23.83,4.25,313.73,32.41,724.43,1.02,33.61,10.09
73007,12.957,-2.967,-23.83,4.24,313.53,32.47,725.78,1.4,34.94,9.82
73008,13.053,-2.913,-23.831,4.25,313.46,32.4,727.14,1.5,34.87,9.78
73009,13.107,-2.905,-23.831,4.24,313.34,32.3,728.66,1.44,35.16,9.8
73010,13.156,-2.935,-23.832,4.22,313.22,32.12,730.06,1.6,35.44,9.83
73011,13.349,-2.97,-23.833,4.2,313.25,31.63,731.53,1.61,35.9,9.8
73012,13.357,-2.995,-23.833,4.19,313.07,31.55,733.12,1.47,37.31,9.52
73013,13.392,-3.07,-23.832,4.15,312.93,31.31,734.52,1.23,36.5,8.98
73014,13.51,-3.106,-23.833,4.14,312.89,30.98,735.94,1.02,33.77,8.18
73015,13.396,-3.21,-23.834,4.09,312.56,30.97,737.64,1.02,32.56,8.04
73016,13.423,-3.365,-23.834,4.04,312.43,30.56,738.96,0.41,28,8.31
73017,13.26,-3.586,-23.834,3.97,312.08,30.38,740.36,-0.19,23.35,7.98
73018,13.425,-3.852,-23.834,3.88,312.07,29.46,742.01,-0.09,18.53,7.88
73019,13.255,-4.077,-23.835,3.8,311.71,29.29,743.46,-0.04,9.4,8.1
73020,13.293,-4.272,-23.835,3.74,311.61,28.79,744.66,-0.4,358.84,7.8
73021,13.106,-4.49,-23.835,3.68,311.24,28.67,745.99,-0.32,355.27,7.09
73022,13.151,-4.735,-23.834,3.6,311.11,28.06,747.54,-0.22,357.39,6.37
73023,13.157,-5.033,-23.834,3.51,310.93,27.42,749.09,0.48,3.42,6.13
73024,13.43,-5.31,-23.833,3.43,311.05,26.37,750.64,-0.42,11.83,8.25
73025,13.531,-5.431,-23.833,3.4,311.05,25.95,751.52,-1.32,8.21,7.26
73026,14.138,-5.467,-23.834,3.38,311.54,24.86,752.94,0.37,17.13,5.7
73027,14.499,-5.418,-23.833,3.39,311.76,24.36,754.42,0.2,8.27,5.78
73028,14.446,-5.236,-23.834,3.43,311.58,24.79,755.43,0.05,3.99,6.51
73029,14.445,-5.049,-23.834,3.47,311.47,25.15,756.38,-0.13,2.41,6.76
73030,14.37,-4.931,-23.834,3.5,311.27,25.5,757.39,-0.25,1.07,6.6
73031,14.193,-4.822,-23.835,3.53,310.98,26.02,758.22,-0.25,3.86,6.09
73032,14.09,-4.683,-23.834,3.56,310.75,26.48,759.24,-0.13,4.38,6.48
73033,13.816,-4.546,-23.834,3.59,310.33,27.25,760.32,-0.19,2.71,7.17
73034,13.653,-4.328,-23.833,3.65,310.07,28,760.98,-0.06,1.58,7.49
73035,13.674,-4.06,-23.833,3.72,310.03,28.53,761.51,-0.05,1.66,7.46
73036,13.666,-3.76,-23.832,3.8,309.93,29.2,762.36,-0.1,359.32,7.46
73037,13.68,-3.306,-23.832,3.93,309.85,30.19,763.1,-0.33,357.94,7.53
73038,13.495,-2.74,-23.831,4.1,309.59,31.89,763.68,-0.21,356.18,7.77
73039,13.311,-2.03,-23.831,4.31,309.31,34.04,764.33,-0.2,353.86,7.91
73040,13.334,-1.291,-23.832,4.55,309.28,35.89,764.85,-0.41,350.12,7.99
73041,13.316,-0.548,-23.833,4.81,309.19,37.96,765.43,-0.65,346.39,8.21
73042,13.376,0.158,-23.832,5.06,309.2,39.81,765.86,-0.7,344.55,8.56
73043,13.416,0.794,-23.833,5.3,309.2,41.6,766.24,-0.62,346.09,8.54
73044,13.442,1.426,-23.833,5.54,309.18,43.47,766.62,-0.74,346.69,8.17
73045,13.482,2.155,-23.832,5.84,309.14,45.7,767.32,-0.44,348.42,8.22
73046,13.482,2.914,-23.832,6.16,309.09,48.26,767.79,-0.02,345.92,8.24
73047,13.552,3.66,-23.835,6.49,309.1,50.66,768.29,-0.09,340.65,8.19
73048,13.497,4.447,-23.835,6.86,308.95,53.77,769.11,0.09,336.42,8.26
73049,13.516,5.229,-23.835,7.24,308.89,56.75,769.75,-0.08,335.71,8.44
73050,13.512,5.926,-23.834,7.6,308.82,59.61,770.33,0.01,334.64,8.43
73051,13.483,6.496,-23.834,7.9,308.72,62.15,770.91,0.25,333.04,8.37
73052,13.455,6.908,-23.834,8.12,308.59,64.08,771.77,0.26,332.41,8.3
73053,13.498,7.224,-23.833,8.29,308.51,65.32,772.9,0.43,330.48,8.37
73054,13.533,7.385,-23.832,8.37,308.43,65.9,773.9,0.38,329.58,8.51
73055,13.498,7.424,-23.83,8.38,308.27,66.23,774.97,0.4,325.99,8.58
73056,13.574,7.387,-23.83,8.35,308.26,65.73,775.85,0.23,325.05,8.42
73057,13.527,7.349,-23.83,8.32,308.08,65.76,776.96,-0.07,323.51,8.42
73058,13.49,7.28,-23.83,8.26,307.92,65.61,778.05,-0.11,320.85,8.09
73059,13.537,7.235,-23.828,8.22,307.82,65.2,779.36,-0.22,321.35,8.42
73060,13.639,7.193,-23.827,8.19,307.82,64.58,780.37,-0.48,321.62,8.38
73061,13.724,7.084,-23.827,8.12,307.8,63.73,781.31,-0.58,321.72,8.11
73062,13.813,6.943,-23.826,8.03,307.75,62.73,782.6,-0.6,321.78,8.41
73063,13.984,6.786,-23.827,7.93,307.8,61.35,783.79,-0.76,323.1,8.66
73064,14.317,6.659,-23.829,7.85,308.04,59.49,784.83,-0.39,326.19,8.22
73065,14.689,6.585,-23.829,7.79,308.33,57.75,785.88,-0.2,325.84,8.49
73066,14.811,6.487,-23.829,7.73,308.37,56.9,786.69,0.01,324.74,8.84
73067,14.928,6.416,-23.832,7.69,308.41,56.18,787.39,0.14,326.9,8.76
73068,15.044,6.317,-23.831,7.63,308.45,55.37,788.15,0.29,326.75,8.67
73069,15.101,6.243,-23.83,7.58,308.4,54.88,789.16,0.3,324.82,8.76
73070,14.944,6.279,-23.83,7.59,308.15,55.59,789.87,0.06,321.95,8.79
73071,14.857,6.433,-23.831,7.67,307.99,56.51,790.47,0.12,321.93,8.7
73072,14.776,6.692,-23.831,7.8,307.87,57.85,790.85,0.12,319.83,8.72
73073,14.647,6.917,-23.83,7.92,307.65,59.27,791.5,0.06,318.66,8.58
73074,14.674,7.066,-23.83,8,307.61,59.77,792.13,0.52,315,8.62
73075,14.722,7.192,-23.83,8.06,307.61,60.11,792.63,0.25,314.47,8.45
73076,14.658,7.178,-23.829,8.05,307.47,60.31,793.23,-0.07,314.7,8.54
73077,14.702,7.177,-23.829,8.04,307.44,60.13,793.97,0.25,313.91,8.56
73078,14.839,7.29,-23.829,8.09,307.5,60.06,794.7,0.52,315.24,8.51
73079,14.873,7.413,-23.828,8.15,307.44,60.44,795.6,0.28,314.23,8.44
73080,14.937,7.534,-23.828,8.21,307.41,60.69,796.49,0.34,311.95,8.09
73081,14.965,7.618,-23.827,8.25,307.31,60.93,797.73,0.84,314.64,8.24
73082,14.94,7.783,-23.826,8.33,307.14,61.73,799.02,1,311.35,8.29
73083,14.923,8.039,-23.828,8.46,306.99,62.9,800.23,0.61,310.56,8.26
73084,14.998,8.374,-23.83,8.65,306.91,64.06,801.66,0.38,309.38,8.43
73085,15.101,8.802,-23.83,8.89,306.85,65.52,803.15,0.5,306.1,8.31
73086,15.02,9.111,-23.829,9.06,306.61,67.28,804.56,0.57,302.31,8.04
73087,15.1,9.38,-23.829,9.21,306.55,68.17,805.94,0.71,302.18,7.71
73088,15.265,9.631,-23.829,9.35,306.54,68.6,807.67,0.78,308.82,8.22
73089,15.565,9.917,-23.83,9.51,306.64,68.59,809.64,0.75,310.03,8.59
73090,15.432,10.164,-23.831,9.65,306.3,70.36,811.45,1.36,303.46,7.83
73091,15.68,10.324,-23.831,9.73,306.36,69.99,813.36,1.72,293.59,8.1
73092,15.727,10.541,-23.831,9.86,306.22,70.8,815.16,1.61,299.32,8.43
73093,15.964,10.786,-23.83,10,306.26,70.88,817.13,1.53,300.52,8.69
73094,15.962,11.04,-23.829,10.14,306.01,72.12,819.41,1.16,297.23,7.86
73095,16.194,11.214,-23.83,10.23,306.04,71.87,821.44,1.08,295.51,7.74
73096,16.383,11.473,-23.829,10.39,306.03,72.24,823.4,1.42,292.66,7.89
73097,16.602,11.773,-23.829,10.58,306.09,72.67,825.06,0.72,291.94,8.05
73098,16.429,12.033,-23.829,10.74,305.71,74.79,826.94,1.35,296.25,7.74
73099,16.62,12.316,-23.831,10.91,305.66,75.28,829.3,1.48,292.68,7.21
73100,16.845,12.607,-23.83,11.1,305.7,75.65,831.17,1.44,292.53,7.17
73101,17.063,12.856,-23.83,11.26,305.74,75.83,832.93,1.12,292.78,7.28
73102,17.255,13.101,-23.828,11.43,305.8,76.13,834.37,0.78,293.04,7.38
73103,17.396,13.314,-23.829,11.57,305.78,76.51,835.89,0.37,292.72,7.62
73104,17.538,13.464,-23.828,11.67,305.78,76.57,837.39,0.2,294.13,7.31
73105,17.832,13.545,-23.829,11.71,305.93,75.53,838.9,0.22,296.98,7.44
73106,17.795,13.618,-23.828,11.75,305.75,76.08,840.28,0.2,298.23,6.53
73107,17.846,13.763,-23.828,11.84,305.65,76.57,841.71,0.62,297.99,6.35
73108,17.874,13.939,-23.826,11.96,305.54,77.33,843.03,0.45,286.92,6.31
73109,17.873,14.085,-23.827,12.06,305.43,78.08,844.1,-0.02,291.3,7.05
73110,18.054,14.255,-23.827,12.18,305.49,78.05,845.4,-0.27,286.03,6.77
73111,18.088,14.537,-23.826,12.39,305.42,79.34,846.36,-0.61,282.77,6.56
73112,18.044,14.728,-23.828,12.54,305.33,80.57,846.83,-0.61,284.66,6.28
73113,18.195,14.923,-23.826,12.69,305.41,80.83,847.62,-1.09,286.51,6.56
73114,18.262,15.142,-23.825,12.86,305.37,81.64,848.61,-0.58,284.43,5.41
73115,18.275,15.295,-23.825,12.97,305.3,82.4,849.44,-0.67,290.8,5.68
73116,18.426,15.31,-23.825,12.98,305.39,81.68,850.18,-1,285.01,6.45
73117,18.603,15.358,-23.827,13.01,305.5,81.01,850.9,-0.92,293.29,6.42
73118,18.85,15.535,-23.828,13.15,305.71,80.67,851.35,-1.37,293.79,6.41
73119,18.973,15.725,-23.829,13.3,305.75,81.03,852.19,-1.41,294.59,5.98
73120,18.894,15.806,-23.829,13.36,305.59,81.88,852.99,-1.22,295,5.93
73121,18.918,15.885,-23.83,13.41,305.51,82.18,854.03,-1.02,293.91,5.84
73122,18.939,15.974,-23.83,13.47,305.43,82.55,855.01,-1.05,292.2,5.72
73123,18.978,16.141,-23.831,13.61,305.38,83.24,855.88,-1.01,292.02,5.99
73124,18.878,16.335,-23.832,13.77,305.19,84.84,856.75,-0.76,291.47,6.22
73125,18.977,16.414,-23.833,13.82,305.19,84.74,857.75,-0.63,289.29,6.26
73126,19.069,16.491,-23.831,13.87,305.18,84.67,858.75,-0.48,288.48,6.14
73127,19.241,16.498,-23.831,13.86,305.26,83.78,859.81,-0.51,286.35,5.8
73128,19.255,16.497,-23.83,13.84,305.16,83.7,860.85,-0.43,284.82,5.66
73129,19.389,16.57,-23.831,13.89,305.21,83.38,861.81,-0.35,282.84,5.66
73130,19.386,16.642,-23.83,13.94,305.11,83.79,862.74,-0.38,283.45,5.88
73131,19.555,16.695,-23.831,13.97,305.17,83.18,863.85,-0.18,284,5.99
73132,19.644,16.783,-23.831,14.03,305.13,83.18,865.19,-0.29,285.72,5.43
73133,19.692,16.862,-23.831,14.09,305.07,83.35,866.28,-0.12,283.51,5.63
73134,19.802,16.89,-23.831,14.09,305.06,82.92,867.53,-0.3,281.41,5.84
73135,19.946,16.919,-23.83,14.1,305.08,82.32,868.82,-0.61,280.99,5.58
73136,20.053,17.037,-23.828,14.18,305.07,82.38,870.06,0.03,278.34,5.01
73137,20.106,17.195,-23.828,14.31,305.01,82.95,871.18,0.83,277.64,5.35
73138,20.206,17.328,-23.828,14.41,304.96,83.14,872.72,0.63,279.7,6.03
73139,20.505,17.452,-23.827,14.5,305.12,82.23,874.23,0.66,288.09,5.96
73140,20.59,17.458,-23.828,14.48,305.07,81.82,875.64,1.2,282.54,6.1
73141,20.719,17.437,-23.828,14.43,305.05,81.05,877.2,0.79,283.85,6.24
73142,20.918,17.437,-23.829,14.4,305.08,80.03,878.97,0.72,285.64,6.11
73143,21.113,17.384,-23.829,14.33,305.15,78.78,880.37,0.71,286.13,5.97
73144,21.236,17.429,-23.829,14.35,305.12,78.4,881.93,0.5,286.46,5.89
73145,21.385,17.431,-23.829,14.32,305.11,77.68,883.59,0.42,281.28,5.6
73146,21.506,17.429,-23.83,14.29,305.05,77.08,885.48,0.65,282.86,5.63
73147,21.636,17.45,-23.829,14.28,305.01,76.55,887.26,0.82,276.03,5.57
73148,21.858,17.481,-23.828,14.28,305.08,75.64,888.86,0.86,277.16,5.32
73149,21.954,17.504,-23.829,14.28,305.02,75.3,890.5,0.59,277.25,5.15
73150,22.054,17.506,-23.83,14.25,304.99,74.84,891.96,0.76,279.07,5.29
73151,22.196,17.532,-23.829,14.25,304.98,74.3,893.56,1.08,278.5,4.95
73152,22.367,17.539,-23.828,14.24,305.03,73.54,894.85,0.3,279.26,5.36
73153,22.496,17.588,-23.828,14.26,305.01,73.18,896.37,-0.23,274.52,5.3
73154,22.565,17.613,-23.828,14.26,304.95,72.98,897.74,-0.11,273.54,5.69
73155,22.667,17.612,-23.829,14.24,304.94,72.51,898.93,-0.53,276.71,5.85
73156,22.842,17.654,-23.828,14.26,305.03,71.92,899.91,-0.41,273.16,5.62
73157,22.935,17.769,-23.829,14.34,304.99,72.04,901.24,-0.16,267.27,5.18
73158,23.076,17.834,-23.829,14.38,304.99,71.71,902.78,-1.08,274.27,5.04
73159,23.101,17.928,-23.828,14.45,304.91,72.03,903.86,-2.06,273.43,5.58
73160,23.168,18.003,-23.827,14.5,304.87,72.07,905.01,-1.84,275.71,5.31
73161,23.268,18.097,-23.827,14.57,304.88,72.06,906.04,-1.51,277.07,5.65
73162,23.412,18.173,-23.828,14.63,304.94,71.77,906.95,-1.74,278.61,5.29
73163,23.529,18.274,-23.828,14.71,304.97,71.71,907.9,-1.96,286.6,5.11
73164,23.595,18.369,-23.827,14.78,304.92,71.86,909.07,-2.14,287.81,5.14
73165,23.792,18.464,-23.828,14.85,305.03,71.41,910.02,-1.95,291.74,4.7
73166,23.8,18.528,-23.827,14.9,304.95,71.67,910.98,-1.58,285.41,5.08
73167,23.866,18.575,-23.828,14.93,304.94,71.6,911.84,-0.07,267.27,3.9
73168,23.923,18.671,-23.828,15,304.9,71.78,912.82,-0.02,273.41,4.35
73169,23.946,18.746,-23.828,15.06,304.86,72.03,913.52,0.02,269.6,4.94
73170,24.129,18.818,-23.827,15.12,304.96,71.54,914.37,-0.58,272.35,4.9
73171,24.246,18.893,-23.824,15.17,304.97,71.37,915.54,-0.51,279.31,4.15
73172,24.342,18.946,-23.824,15.21,304.99,71.18,916.39,-0.44,283.64,3.9
73173,24.468,18.971,-23.825,15.22,305.03,70.75,917.32,0.87,292.18,4.19
73174,24.542,19.039,-23.825,15.27,305,70.73,918.47,1.54,297.29,4.42
73175,24.606,19.155,-23.826,15.36,304.99,70.98,919.29,0.7,303.56,4.26
73176,24.685,19.203,-23.828,15.39,304.97,70.84,920.28,0.52,308.47,4.72
73177,24.688,19.25,-23.828,15.43,304.91,71.05,920.96,0,305.35,5.23
73178,24.813,19.304,-23.828,15.47,304.95,70.74,921.95,0.2,303.71,5.15
73179,24.945,19.312,-23.827,15.45,304.98,70.21,923.06,0.53,305.61,5.29
73180,25.012,19.296,-23.826,15.42,304.93,69.84,924.35,0.19,311.53,5.34
73181,25.031,19.305,-23.828,15.41,304.84,69.8,925.5,0.06,303.97,4.16
73182,25.27,19.37,-23.828,15.45,304.99,69.07,926.5,1.14,293.98,1.92
73183,25.133,19.408,-23.828,15.47,304.73,69.83,927.75,1.17,273.27,2.81
73184,25.184,19.434,-23.828,15.48,304.71,69.72,928.52,-0.03,274.88,4.28
73185,25.198,19.452,-23.828,15.49,304.67,69.74,929.09,-0.92,270.5,4.6
73186,25.35,19.475,-23.829,15.5,304.74,69.19,929.99,-1.25,269.83,3.62
73187,25.491,19.519,-23.828,15.52,304.78,68.79,931.1,0.18,277.51,4.11
73188,25.513,19.546,-23.829,15.53,304.72,68.81,932,-0.08,272.85,4.26
73189,25.633,19.567,-23.83,15.54,304.76,68.4,932.95,-0.45,266.89,4.04
73190,25.829,19.602,-23.828,15.55,304.84,67.73,934.15,0.21,273.11,5.65
73191,25.696,19.56,-23.828,15.51,304.7,68.1,934.24,0.01,266.11,6.03
73192,25.939,19.559,-23.827,15.5,304.92,67.09,934.51,-0.05,265.86,5.85
73193,25.967,19.535,-23.827,15.48,304.94,66.87,934.67,-0.04,259.7,5.58
73194,25.958,19.512,-23.827,15.45,304.92,66.81,934.7,0.01,263.94,5.35
73195,26.02,19.572,-23.828,15.51,304.98,66.81,934.75,0.25,259.17,5.36
73196,26.04,19.599,-23.828,15.53,304.95,66.84,935.28,0.64,265.62,5.4
73197,26.066,19.669,-23.829,15.59,304.94,67.04,935.74,-0.02,267.39,6.36
73198,26.071,19.652,-23.828,15.56,304.89,66.94,936.26,-0.81,267.16,5.51
73199,26.188,19.676,-23.828,15.57,304.93,66.57,937.17,-0.56,285.52,5.18
73200,26.202,19.667,-23.83,15.55,304.89,66.47,937.81,-0.43,282.78,5.32
73201,26.311,19.645,-23.829,15.51,304.9,65.94,938.82,-0.28,278.89,6.96
73202,26.325,19.627,-23.828,15.49,304.87,65.81,939.3,-1.18,277.89,7.16
73203,26.357,19.59,-23.827,15.45,304.87,65.52,939.67,-0.36,278.14,6
73204,26.462,19.563,-23.828,15.4,304.89,64.99,940.64,-0.33,275.01,6.14
73205,26.582,19.579,-23.829,15.42,305.01,64.58,940.66,-1.36,276.55,6.38
73206,26.635,19.554,-23.829,15.38,305.01,64.27,941.23,-0.56,281.67,6.56
73207,26.629,19.602,-23.829,15.43,305,64.49,941.27,-0.66,284.25,6.13
73208,26.583,19.627,-23.828,15.45,304.95,64.78,941.31,-0.86,281.37,5.61
73209,26.298,19.63,-23.828,15.45,304.63,65.93,941.66,-0.61,255.24,5.07
73210,26.503,19.635,-23.828,15.46,304.84,65.13,941.66,-0.64,249.33,4.32
73211,26.565,19.64,-23.827,15.47,304.93,64.9,941.33,-0.45,248.87,4.36
73212,26.61,19.67,-23.828,15.5,304.97,64.85,941.43,-0.01,253.28,4.08
73213,26.603,19.633,-23.827,15.46,304.97,64.73,941.3,-0.01,259.19,4.39
73214,26.593,19.658,-23.825,15.48,304.93,64.87,941.64,-0.05,259.02,4.51
73215,26.585,19.666,-23.825,15.48,304.89,64.93,941.92,-0.01,260.35,4.64
73216,26.675,19.648,-23.825,15.46,304.97,64.5,942.07,-0.31,269.84,4.32
73217,26.618,19.643,-23.824,15.46,304.9,64.7,942.2,-0.3,260.34,5.48
73218,26.724,19.644,-23.824,15.45,304.99,64.29,942.44,-0.52,267.82,4.39
73219,26.695,19.622,-23.824,15.43,304.96,64.31,942.47,-0.32,264.35,4.56
73220,26.717,19.594,-23.824,15.41,305,64.11,942.21,-0.49,262.45,4.69
73221,26.795,19.522,-23.824,15.34,305.1,63.51,942.04,-1.27,268.55,4.8
73222,26.743,19.528,-23.826,15.34,305.03,63.74,942.22,-0.82,273.51,4.51
73223,26.639,19.438,-23.826,15.26,304.95,63.78,941.96,-0.37,273.1,4.56
73224,26.669,19.383,-23.827,15.21,305.02,63.44,941.49,-0.43,270.75,3.7
73225,26.645,19.329,-23.828,15.17,305.03,63.32,941.13,-0.43,268.44,3.81
73226,26.695,19.288,-23.827,15.14,305.15,62.95,940.39,0.25,271.18,4.16
73227,26.647,19.263,-23.828,15.13,305.16,63.04,939.74,0.62,275.64,4.93
73228,26.638,19.156,-23.826,15.04,305.23,62.65,938.91,0.41,282,4.63
73229,26.522,19.104,-23.825,15,305.19,62.88,938.06,0.34,288.9,3.67
73230,26.451,19.012,-23.825,14.93,305.2,62.79,937.18,0.57,283.36,4.48
73231,26.305,18.961,-23.824,14.9,305.15,63.14,936.09,0.89,278.09,5.39
73232,26.232,18.906,-23.825,14.86,305.2,63.2,934.8,1.99,292.11,4.45
73233,26.023,18.903,-23.825,14.88,305.1,64.01,933.5,1.25,295.19,3.85
73234,25.916,19.015,-23.825,15.01,305.13,64.89,932.05,1.61,287.02,4.31
73235,25.774,19.086,-23.826,15.1,305.11,65.76,930.7,1.15,278.67,5.25
73236,25.709,19.139,-23.827,15.18,305.16,66.24,929.49,1.49,297.43,3.95
73237,25.542,19.191,-23.827,15.25,305.1,67.14,928.25,0.83,295.83,3.67
73238,25.444,19.203,-23.828,15.28,305.1,67.6,927.24,1.49,288.57,4.77
73239,25.305,19.224,-23.828,15.32,305.07,68.28,926.01,0.36,287.56,4.44
73240,25.218,19.265,-23.828,15.38,305.09,68.83,924.88,0.14,278.33,2.83
73241,25.223,19.273,-23.826,15.4,305.2,68.84,923.72,-0.32,287.18,2.88
73242,25.044,19.25,-23.827,15.4,305.11,69.5,922.69,0.47,276.01,3.31
73243,24.866,19.224,-23.828,15.39,305.04,70.15,921.59,0.53,269.98,3.68
73244,24.795,19.289,-23.827,15.47,305.03,70.75,920.85,0.7,275.82,3.34
73245,24.729,19.365,-23.826,15.56,305.03,71.39,920.11,0.57,279.93,3.68
73246,24.694,19.408,-23.827,15.62,305.09,71.74,919.15,-0.64,282.82,4.52
73247,24.669,19.411,-23.825,15.64,305.15,71.86,918.23,-0.23,291.54,4.91
73248,24.54,19.436,-23.825,15.68,305.14,72.55,916.95,-0.67,293.89,4.79
73249,24.541,19.404,-23.824,15.67,305.24,72.4,915.94,-0.89,297.38,4.7
73250,24.428,19.271,-23.824,15.55,305.22,72.29,914.88,-0.31,294.02,4.92
73251,24.235,19.145,-23.824,15.45,305.11,72.58,913.93,-0.13,281.91,5.21
73252,24.115,19.064,-23.824,15.39,305.1,72.74,912.83,-0.1,277.37,4.92
73253,24.04,19.012,-23.825,15.35,305.13,72.84,911.71,-0.37,275.56,4.71
73254,23.978,18.939,-23.825,15.3,305.16,72.77,910.68,-0.2,285.01,4.67
73255,23.881,18.927,-23.826,15.31,305.16,73.16,909.59,-0.13,288.15,4.76
73256,23.708,18.857,-23.826,15.26,305.1,73.62,908.46,-0.38,283.89,4.85
73257,23.613,18.872,-23.826,15.29,305.1,74.13,907.38,-0.6,281.26,5.17
73258,23.592,18.896,-23.826,15.33,305.15,74.33,906.63,-0.4,282.96,5.61
73259,23.462,18.902,-23.826,15.35,305.1,74.97,905.81,-0.19,274.41,6.09
73260,23.263,18.856,-23.827,15.32,304.98,75.68,904.92,0.39,265.3,6.64
73261,23.245,18.764,-23.826,15.25,305.06,75.32,903.89,-0.37,268.79,5.13
73262,23.153,18.775,-23.827,15.28,305.07,75.81,902.79,-0.14,267.16,5.09
73263,23.012,18.756,-23.826,15.28,305.03,76.39,901.67,0.23,264.77,5.5
73264,22.929,18.752,-23.826,15.29,305.02,76.76,900.93,0.36,266.63,5.53
73265,22.842,18.751,-23.826,15.3,305.01,77.18,900.1,0.31,269.5,4.91
73266,22.69,18.753,-23.827,15.32,304.95,77.92,899.06,0.76,267.8,4.58
73267,22.654,18.794,-23.827,15.38,305.02,78.3,897.95,0.65,273.6,5.34
73268,22.583,18.827,-23.827,15.44,305.08,78.82,896.58,0.77,272.23,5.68
73269,22.464,18.802,-23.828,15.44,305.09,79.28,895.19,0.57,274.48,5.82
73270,22.346,18.776,-23.828,15.44,305.12,79.74,893.63,0.39,274.56,5.94
73271,22.251,18.777,-23.826,15.46,305.16,80.22,892.19,-0.1,279.14,5.72
73272,22.122,18.763,-23.825,15.48,305.16,80.8,890.82,0.18,281.51,5.26
73273,21.95,18.718,-23.824,15.46,305.14,81.44,889.23,-0.19,278.46,6.49
73274,21.826,18.704,-23.825,15.47,305.18,82,887.49,-0.47,277.39,6.69
73275,21.728,18.651,-23.827,15.45,305.25,82.23,885.79,-0.31,279.13,6.49
73276,21.629,18.648,-23.827,15.48,305.31,82.73,884.15,-0.26,287.13,6.33
73277,21.485,18.631,-23.827,15.49,305.31,83.39,882.62,0.02,290.08,6.47
73278,21.284,18.567,-23.827,15.45,305.25,84.11,881.15,-0.12,286.5,6.7
73279,21.164,18.562,-23.827,15.47,305.23,84.72,880.03,0.38,287.07,6.42
73280,21.032,18.47,-23.827,15.4,305.21,84.93,878.83,0.24,289.45,5.95
73281,20.948,18.439,-23.827,15.39,305.26,85.21,877.49,0.37,286.82,6.25
73282,20.79,18.385,-23.827,15.36,305.23,85.77,876.1,0.64,282.17,6.33
73283,20.846,18.287,-23.828,15.29,305.41,84.92,874.86,0.57,291.84,7.06
73284,20.704,18.21,-23.828,15.24,305.39,85.27,873.6,0.13,296.35,6.93
73285,20.544,18.133,-23.83,15.18,305.35,85.71,872.37,-0.56,290.12,7.34
