IEPOX-SOA	LO-OOA	MO-OOA	BBOA	ISOPOOH-SOA	T_series_start	T_series_end
					7-6-2013 17:32	7-6-2013 17:36
					7-6-2013 17:36	7-6-2013 17:40
					7-6-2013 17:40	7-6-2013 17:44
					7-6-2013 17:44	7-6-2013 17:48
					7-6-2013 17:48	7-6-2013 17:52
					7-6-2013 17:52	7-6-2013 17:56
					7-6-2013 17:56	7-6-2013 18:00
					7-6-2013 18:00	7-6-2013 18:04
					7-6-2013 18:04	7-6-2013 18:08
					7-6-2013 18:08	7-6-2013 18:12
					7-6-2013 18:12	7-6-2013 18:16
					7-6-2013 18:16	7-6-2013 18:20
					7-6-2013 18:20	7-6-2013 18:24
					7-6-2013 18:24	7-6-2013 18:28
					7-6-2013 18:28	7-6-2013 18:32
1.03818	0.0681	3.81364	0.136419		7-6-2013 18:32	7-6-2013 18:36
1.1383	0.0727077	3.79474	0.0003125		7-6-2013 18:36	7-6-2013 18:40
					7-6-2013 18:40	7-6-2013 18:44
1.033	0.127854	3.43532	0.109119		7-6-2013 18:44	7-6-2013 18:48
1.06118	0.134665	3.61329	0.0627406		7-6-2013 18:48	7-6-2013 18:52
					7-6-2013 18:52	7-6-2013 18:56
					7-6-2013 18:56	7-6-2013 19:00
					7-6-2013 19:00	7-6-2013 19:04
					7-6-2013 19:04	7-6-2013 19:08
					7-6-2013 19:08	7-6-2013 19:12
					7-6-2013 19:12	7-6-2013 19:16
					7-6-2013 19:16	7-6-2013 19:20
					7-6-2013 19:20	7-6-2013 19:24
					7-6-2013 19:24	7-6-2013 19:28
					7-6-2013 19:28	7-6-2013 19:32
1.00427	0.431031	3.35374	0.140981		7-6-2013 19:32	7-6-2013 19:36
1.02432	0.537423	3.56612	0.0048		7-6-2013 19:36	7-6-2013 19:40
					7-6-2013 19:40	7-6-2013 19:44
0.994721	0.470185	3.31963	0.142725		7-6-2013 19:44	7-6-2013 19:48
1.07926	0.377935	3.6238	0.0839406		7-6-2013 19:48	7-6-2013 19:52
					7-6-2013 19:52	7-6-2013 19:56
					7-6-2013 19:56	7-6-2013 20:00
					7-6-2013 20:00	7-6-2013 20:04
					7-6-2013 20:04	7-6-2013 20:08
					7-6-2013 20:08	7-6-2013 20:12
					7-6-2013 20:12	7-6-2013 20:16
					7-6-2013 20:16	7-6-2013 20:20
					7-6-2013 20:20	7-6-2013 20:24
					7-6-2013 20:24	7-6-2013 20:28
					7-6-2013 20:28	7-6-2013 20:32
0.962937	0.958646	3.09724	0.127912		7-6-2013 20:32	7-6-2013 20:36
0.982919	0.813615	3.27139	0		7-6-2013 20:36	7-6-2013 20:40
					7-6-2013 20:40	7-6-2013 20:44
0.914973	0.882115	3.0208	0.168181		7-6-2013 20:44	7-6-2013 20:48
0.860878	0.914365	3.01032	0.0449188		7-6-2013 20:48	7-6-2013 20:52
					7-6-2013 20:52	7-6-2013 20:56
					7-6-2013 20:56	7-6-2013 21:00
					7-6-2013 21:00	7-6-2013 21:04
					7-6-2013 21:04	7-6-2013 21:08
					7-6-2013 21:08	7-6-2013 21:12
					7-6-2013 21:12	7-6-2013 21:16
					7-6-2013 21:16	7-6-2013 21:20
					7-6-2013 21:20	7-6-2013 21:24
					7-6-2013 21:24	7-6-2013 21:28
					7-6-2013 21:28	7-6-2013 21:32
0.828964	0.7497	2.54534	0.0829625		7-6-2013 21:32	7-6-2013 21:36
0.760477	0.870269	2.44259	0.00689375		7-6-2013 21:36	7-6-2013 21:40
					7-6-2013 21:40	7-6-2013 21:44
0.817428	0.870685	2.6051	0.0806125		7-6-2013 21:44	7-6-2013 21:48
0.802622	0.839642	2.65986	0.0500375		7-6-2013 21:48	7-6-2013 21:52
					7-6-2013 21:52	7-6-2013 21:56
					7-6-2013 21:56	7-6-2013 22:00
					7-6-2013 22:00	7-6-2013 22:04
					7-6-2013 22:04	7-6-2013 22:08
					7-6-2013 22:08	7-6-2013 22:12
					7-6-2013 22:12	7-6-2013 22:16
					7-6-2013 22:16	7-6-2013 22:20
					7-6-2013 22:20	7-6-2013 22:24
					7-6-2013 22:24	7-6-2013 22:28
					7-6-2013 22:28	7-6-2013 22:32
0.745802	0.894692	2.75299	0.065025		7-6-2013 22:32	7-6-2013 22:36
0.750541	0.916815	2.7277	0		7-6-2013 22:36	7-6-2013 22:40
					7-6-2013 22:40	7-6-2013 22:44
0.75945	0.899815	2.43337	0.0824		7-6-2013 22:44	7-6-2013 22:48
0.776279	0.843058	2.55149	0.0357125		7-6-2013 22:48	7-6-2013 22:52
					7-6-2013 22:52	7-6-2013 22:56
					7-6-2013 22:56	7-6-2013 23:00
					7-6-2013 23:00	7-6-2013 23:04
					7-6-2013 23:04	7-6-2013 23:08
					7-6-2013 23:08	7-6-2013 23:12
					7-6-2013 23:12	7-6-2013 23:16
					7-6-2013 23:16	7-6-2013 23:20
					7-6-2013 23:20	7-6-2013 23:24
					7-6-2013 23:24	7-6-2013 23:28
					7-6-2013 23:28	7-6-2013 23:32
0.548694	0.915408	2.12003	0.0837625		7-6-2013 23:32	7-6-2013 23:36
0.618613	0.946169	2.16686	0.0111		7-6-2013 23:36	7-6-2013 23:40
					7-6-2013 23:40	7-6-2013 23:44
0.248351	0.660792	1.20492	0.0263375		7-6-2013 23:44	7-6-2013 23:48
0.373365	0.820585	1.43675	0.009425		7-6-2013 23:48	7-6-2013 23:52
					7-6-2013 23:52	7-6-2013 23:56
					7-6-2013 23:56	8-6-2013 00:00
					8-6-2013 00:00	8-6-2013 00:04
					8-6-2013 00:04	8-6-2013 00:08
					8-6-2013 00:08	8-6-2013 00:12
					8-6-2013 00:12	8-6-2013 00:16
					8-6-2013 00:16	8-6-2013 00:20
					8-6-2013 00:20	8-6-2013 00:24
					8-6-2013 00:24	8-6-2013 00:28
					8-6-2013 00:28	8-6-2013 00:32
0.478649	0.978354	1.74268	0.0587437		8-6-2013 00:32	8-6-2013 00:36
0.744703	1.22552	2.30304	0		8-6-2013 00:36	8-6-2013 00:40
					8-6-2013 00:40	8-6-2013 00:44
0.393523	0.959546	1.4602	0.0690563		8-6-2013 00:44	8-6-2013 00:48
0.233329	0.714731	0.955527	0.0182219		8-6-2013 00:48	8-6-2013 00:52
					8-6-2013 00:52	8-6-2013 00:56
					8-6-2013 00:56	8-6-2013 01:00
					8-6-2013 01:00	8-6-2013 01:04
					8-6-2013 01:04	8-6-2013 01:08
					8-6-2013 01:08	8-6-2013 01:12
					8-6-2013 01:12	8-6-2013 01:16
					8-6-2013 01:16	8-6-2013 01:20
					8-6-2013 01:20	8-6-2013 01:24
					8-6-2013 01:24	8-6-2013 01:28
					8-6-2013 01:28	8-6-2013 01:32
0.687077	1.10291	2.04791	0.0435469		8-6-2013 01:32	8-6-2013 01:36
0.695919	1.16177	2.00037	0		8-6-2013 01:36	8-6-2013 01:40
					8-6-2013 01:40	8-6-2013 01:44
0.607982	1.18493	1.98704	0.0626813		8-6-2013 01:44	8-6-2013 01:48
0.585117	1.16123	2.01914	0.0172313		8-6-2013 01:48	8-6-2013 01:52
					8-6-2013 01:52	8-6-2013 01:56
					8-6-2013 01:56	8-6-2013 02:00
					8-6-2013 02:00	8-6-2013 02:04
					8-6-2013 02:04	8-6-2013 02:08
					8-6-2013 02:08	8-6-2013 02:12
					8-6-2013 02:12	8-6-2013 02:16
					8-6-2013 02:16	8-6-2013 02:20
					8-6-2013 02:20	8-6-2013 02:24
					8-6-2013 02:24	8-6-2013 02:28
					8-6-2013 02:28	8-6-2013 02:32
0.344685	1.09288	1.3032	0.0360125		8-6-2013 02:32	8-6-2013 02:36
0.367829	0.959754	1.3972	0		8-6-2013 02:36	8-6-2013 02:40
					8-6-2013 02:40	8-6-2013 02:44
0.331441	0.934154	1.28301	0.0711438		8-6-2013 02:44	8-6-2013 02:48
0.197869	0.731965	0.896177	0.0276406		8-6-2013 02:48	8-6-2013 02:52
					8-6-2013 02:52	8-6-2013 02:56
					8-6-2013 02:56	8-6-2013 03:00
					8-6-2013 03:00	8-6-2013 03:04
					8-6-2013 03:04	8-6-2013 03:08
					8-6-2013 03:08	8-6-2013 03:12
					8-6-2013 03:12	8-6-2013 03:16
					8-6-2013 03:16	8-6-2013 03:20
					8-6-2013 03:20	8-6-2013 03:24
					8-6-2013 03:24	8-6-2013 03:28
					8-6-2013 03:28	8-6-2013 03:32
0.155923	0.546019	0.562714	0.0124438		8-6-2013 03:32	8-6-2013 03:36
0.159459	0.519362	0.534436	0		8-6-2013 03:36	8-6-2013 03:40
					8-6-2013 03:40	8-6-2013 03:44
0.155486	0.529031	0.574055	0.0228812		8-6-2013 03:44	8-6-2013 03:48
0.0992207	0.466742	0.442591	0.00961875		8-6-2013 03:48	8-6-2013 03:52
					8-6-2013 03:52	8-6-2013 03:56
					8-6-2013 03:56	8-6-2013 04:00
					8-6-2013 04:00	8-6-2013 04:04
					8-6-2013 04:04	8-6-2013 04:08
					8-6-2013 04:08	8-6-2013 04:12
					8-6-2013 04:12	8-6-2013 04:16
					8-6-2013 04:16	8-6-2013 04:20
					8-6-2013 04:20	8-6-2013 04:24
					8-6-2013 04:24	8-6-2013 04:28
					8-6-2013 04:28	8-6-2013 04:32
0.685815	0.693573	2.2481	0.0393656		8-6-2013 04:32	8-6-2013 04:36
0.672396	0.7194	2.15603	0		8-6-2013 04:36	8-6-2013 04:40
					8-6-2013 04:40	8-6-2013 04:44
0.570653	0.844638	1.87393	0.0652219		8-6-2013 04:44	8-6-2013 04:48
0.603613	0.860069	2.03408	0		8-6-2013 04:48	8-6-2013 04:52
					8-6-2013 04:52	8-6-2013 04:56
					8-6-2013 04:56	8-6-2013 05:00
					8-6-2013 05:00	8-6-2013 05:04
					8-6-2013 05:04	8-6-2013 05:08
					8-6-2013 05:08	8-6-2013 05:12
					8-6-2013 05:12	8-6-2013 05:16
					8-6-2013 05:16	8-6-2013 05:20
					8-6-2013 05:20	8-6-2013 05:24
					8-6-2013 05:24	8-6-2013 05:28
					8-6-2013 05:28	8-6-2013 05:32
0.164216	0.662715	0.739382	0.0648062		8-6-2013 05:32	8-6-2013 05:36
0.208721	0.691608	0.9112	0		8-6-2013 05:36	8-6-2013 05:40
					8-6-2013 05:40	8-6-2013 05:44
0.260099	1.02612	0.976836	0.0603687		8-6-2013 05:44	8-6-2013 05:48
0.202667	0.720912	0.8786	0.0166281		8-6-2013 05:48	8-6-2013 05:52
					8-6-2013 05:52	8-6-2013 05:56
					8-6-2013 05:56	8-6-2013 06:00
					8-6-2013 06:00	8-6-2013 06:04
					8-6-2013 06:04	8-6-2013 06:08
					8-6-2013 06:08	8-6-2013 06:12
					8-6-2013 06:12	8-6-2013 06:16
					8-6-2013 06:16	8-6-2013 06:20
					8-6-2013 06:20	8-6-2013 06:24
					8-6-2013 06:24	8-6-2013 06:28
					8-6-2013 06:28	8-6-2013 06:32
0.196234	0.679377	0.653864	0.032175		8-6-2013 06:32	8-6-2013 06:36
0.15455	0.701423	0.577482	0		8-6-2013 06:36	8-6-2013 06:40
					8-6-2013 06:40	8-6-2013 06:44
0.184874	0.622969	0.637627	0.0288188		8-6-2013 06:44	8-6-2013 06:48
0.160045	0.640038	0.641277	0.0101812		8-6-2013 06:48	8-6-2013 06:52
					8-6-2013 06:52	8-6-2013 06:56
					8-6-2013 06:56	8-6-2013 07:00
					8-6-2013 07:00	8-6-2013 07:04
					8-6-2013 07:04	8-6-2013 07:08
					8-6-2013 07:08	8-6-2013 07:12
					8-6-2013 07:12	8-6-2013 07:16
					8-6-2013 07:16	8-6-2013 07:20
					8-6-2013 07:20	8-6-2013 07:24
					8-6-2013 07:24	8-6-2013 07:28
					8-6-2013 07:28	8-6-2013 07:32
0.275396	1.01141	1.00933	0.0593313		8-6-2013 07:32	8-6-2013 07:36
0.393586	1.13261	1.32622	0.00365625		8-6-2013 07:36	8-6-2013 07:40
					8-6-2013 07:40	8-6-2013 07:44
0.434099	1.26738	1.52667	0.117238		8-6-2013 07:44	8-6-2013 07:48
0.564351	1.51385	1.86292	0.0859125		8-6-2013 07:48	8-6-2013 07:52
					8-6-2013 07:52	8-6-2013 07:56
					8-6-2013 07:56	8-6-2013 08:00
					8-6-2013 08:00	8-6-2013 08:04
					8-6-2013 08:04	8-6-2013 08:08
					8-6-2013 08:08	8-6-2013 08:12
					8-6-2013 08:12	8-6-2013 08:16
					8-6-2013 08:16	8-6-2013 08:20
					8-6-2013 08:20	8-6-2013 08:24
					8-6-2013 08:24	8-6-2013 08:28
					8-6-2013 08:28	8-6-2013 08:32
0.848315	1.89662	2.9932	0.258775		8-6-2013 08:32	8-6-2013 08:36
0.822541	1.95801	3.2645	0.0442562		8-6-2013 08:36	8-6-2013 08:40
					8-6-2013 08:40	8-6-2013 08:44
0.828662	1.96558	3.11858	0.320272		8-6-2013 08:44	8-6-2013 08:48
0.872649	1.91278	3.25525	0.256347		8-6-2013 08:48	8-6-2013 08:52
					8-6-2013 08:52	8-6-2013 08:56
					8-6-2013 08:56	8-6-2013 09:00
					8-6-2013 09:00	8-6-2013 09:04
					8-6-2013 09:04	8-6-2013 09:08
					8-6-2013 09:08	8-6-2013 09:12
					8-6-2013 09:12	8-6-2013 09:16
					8-6-2013 09:16	8-6-2013 09:20
					8-6-2013 09:20	8-6-2013 09:24
					8-6-2013 09:24	8-6-2013 09:28
					8-6-2013 09:28	8-6-2013 09:32
0.942	1.48357	3.58356	0.393981		8-6-2013 09:32	8-6-2013 09:36
1.06566	1.43838	3.77185	0.1944		8-6-2013 09:36	8-6-2013 09:40
					8-6-2013 09:40	8-6-2013 09:44
1.01652	1.15916	3.73146	0.379228		8-6-2013 09:44	8-6-2013 09:48
1.09695	1.21583	3.96078	0.318697		8-6-2013 09:48	8-6-2013 09:52
					8-6-2013 09:52	8-6-2013 09:56
					8-6-2013 09:56	8-6-2013 10:00
					8-6-2013 10:00	8-6-2013 10:04
					8-6-2013 10:04	8-6-2013 10:08
					8-6-2013 10:08	8-6-2013 10:12
					8-6-2013 10:12	8-6-2013 10:16
					8-6-2013 10:16	8-6-2013 10:20
					8-6-2013 10:20	8-6-2013 10:24
					8-6-2013 10:24	8-6-2013 10:28
					8-6-2013 10:28	8-6-2013 10:32
1.47878	1.00508	4.89681	0.691663		8-6-2013 10:32	8-6-2013 10:36
1.53688	0.977231	4.91782	0.7017		8-6-2013 10:36	8-6-2013 10:40
					8-6-2013 10:40	8-6-2013 10:44
1.44369	1.01849	4.45873	0.705412		8-6-2013 10:44	8-6-2013 10:48
1.52249	1.0608	4.78965	0.712509		8-6-2013 10:48	8-6-2013 10:52
					8-6-2013 10:52	8-6-2013 10:56
					8-6-2013 10:56	8-6-2013 11:00
					8-6-2013 11:00	8-6-2013 11:04
					8-6-2013 11:04	8-6-2013 11:08
					8-6-2013 11:08	8-6-2013 11:12
					8-6-2013 11:12	8-6-2013 11:16
					8-6-2013 11:16	8-6-2013 11:20
					8-6-2013 11:20	8-6-2013 11:24
					8-6-2013 11:24	8-6-2013 11:28
					8-6-2013 11:28	8-6-2013 11:32
1.6508	0.978392	5.32062	0.610212		8-6-2013 11:32	8-6-2013 11:36
1.73251	1.18021	5.18855	0.6233		8-6-2013 11:36	8-6-2013 11:40
					8-6-2013 11:40	8-6-2013 11:44
1.66042	0.957615	5.01136	0.656378		8-6-2013 11:44	8-6-2013 11:48
1.70482	0.949804	5.04746	0.644237		8-6-2013 11:48	8-6-2013 11:52
					8-6-2013 11:52	8-6-2013 11:56
					8-6-2013 11:56	8-6-2013 12:00
					8-6-2013 12:00	8-6-2013 12:04
					8-6-2013 12:04	8-6-2013 12:08
					8-6-2013 12:08	8-6-2013 12:12
					8-6-2013 12:12	8-6-2013 12:16
					8-6-2013 12:16	8-6-2013 12:20
					8-6-2013 12:20	8-6-2013 12:24
					8-6-2013 12:24	8-6-2013 12:28
					8-6-2013 12:28	8-6-2013 12:32
1.75777	0.998119	5.39694	0.641856		8-6-2013 12:32	8-6-2013 12:36
1.76073	1.07289	5.4287	0.576387		8-6-2013 12:36	8-6-2013 12:40
					8-6-2013 12:40	8-6-2013 12:44
1.76457	0.846654	5.08385	0.523794		8-6-2013 12:44	8-6-2013 12:48
1.8844	0.767031	5.26923	0.522572		8-6-2013 12:48	8-6-2013 12:52
					8-6-2013 12:52	8-6-2013 12:56
					8-6-2013 12:56	8-6-2013 13:00
					8-6-2013 13:00	8-6-2013 13:04
					8-6-2013 13:04	8-6-2013 13:08
					8-6-2013 13:08	8-6-2013 13:12
					8-6-2013 13:12	8-6-2013 13:16
					8-6-2013 13:16	8-6-2013 13:20
					8-6-2013 13:20	8-6-2013 13:24
					8-6-2013 13:24	8-6-2013 13:28
					8-6-2013 13:28	8-6-2013 13:32
1.97658	0.737462	5.4461	0.61385		8-6-2013 13:32	8-6-2013 13:36
1.97679	0.897631	5.37861	0.600106		8-6-2013 13:36	8-6-2013 13:40
					8-6-2013 13:40	8-6-2013 13:44
2.04684	0.605754	5.49688	0.6006		8-6-2013 13:44	8-6-2013 13:48
2.15633	0.68595	5.54282	0.605353		8-6-2013 13:48	8-6-2013 13:52
					8-6-2013 13:52	8-6-2013 13:56
					8-6-2013 13:56	8-6-2013 14:00
					8-6-2013 14:00	8-6-2013 14:04
					8-6-2013 14:04	8-6-2013 14:08
					8-6-2013 14:08	8-6-2013 14:12
					8-6-2013 14:12	8-6-2013 14:16
					8-6-2013 14:16	8-6-2013 14:20
					8-6-2013 14:20	8-6-2013 14:24
					8-6-2013 14:24	8-6-2013 14:28
					8-6-2013 14:28	8-6-2013 14:32
2.22285	0.337373	5.30246	0.378781		8-6-2013 14:32	8-6-2013 14:36
2.24948	0.312692	5.53746	0.24035		8-6-2013 14:36	8-6-2013 14:40
					8-6-2013 14:40	8-6-2013 14:44
2.08782	0.259192	4.9075	0.4299		8-6-2013 14:44	8-6-2013 14:48
2.22075	0.302323	5.33919	0.420491		8-6-2013 14:48	8-6-2013 14:52
					8-6-2013 14:52	8-6-2013 14:56
					8-6-2013 14:56	8-6-2013 15:00
					8-6-2013 15:00	8-6-2013 15:04
					8-6-2013 15:04	8-6-2013 15:08
					8-6-2013 15:08	8-6-2013 15:12
					8-6-2013 15:12	8-6-2013 15:16
					8-6-2013 15:16	8-6-2013 15:20
					8-6-2013 15:20	8-6-2013 15:24
					8-6-2013 15:24	8-6-2013 15:28
					8-6-2013 15:28	8-6-2013 15:32
2.14453	0.0649692	4.65654	0.311338		8-6-2013 15:32	8-6-2013 15:36
2.17274	0.0466385	4.80905	0.153925		8-6-2013 15:36	8-6-2013 15:40
					8-6-2013 15:40	8-6-2013 15:44
2.11646	0	4.41283	0.262244		8-6-2013 15:44	8-6-2013 15:48
2.21761	0	4.5641	0.272353		8-6-2013 15:48	8-6-2013 15:52
					8-6-2013 15:52	8-6-2013 15:56
					8-6-2013 15:56	8-6-2013 16:00
					8-6-2013 16:00	8-6-2013 16:04
					8-6-2013 16:04	8-6-2013 16:08
					8-6-2013 16:08	8-6-2013 16:12
					8-6-2013 16:12	8-6-2013 16:16
					8-6-2013 16:16	8-6-2013 16:20
					8-6-2013 16:20	8-6-2013 16:24
					8-6-2013 16:24	8-6-2013 16:28
					8-6-2013 16:28	8-6-2013 16:32
2.59313	0	4.08916	0.156625		8-6-2013 16:32	8-6-2013 16:36
					8-6-2013 16:36	8-6-2013 16:40
					8-6-2013 16:40	8-6-2013 16:44
2.66555	0	3.91375	0.250094		8-6-2013 16:44	8-6-2013 16:48
2.66481	0	3.75898	0.204819		8-6-2013 16:48	8-6-2013 16:52
					8-6-2013 16:52	8-6-2013 16:56
					8-6-2013 16:56	8-6-2013 17:00
					8-6-2013 17:00	8-6-2013 17:04
					8-6-2013 17:04	8-6-2013 17:08
					8-6-2013 17:08	8-6-2013 17:12
					8-6-2013 17:12	8-6-2013 17:16
					8-6-2013 17:16	8-6-2013 17:20
					8-6-2013 17:20	8-6-2013 17:24
					8-6-2013 17:24	8-6-2013 17:28
					8-6-2013 17:28	8-6-2013 17:32
					8-6-2013 17:32	8-6-2013 17:36
					8-6-2013 17:36	8-6-2013 17:40
					8-6-2013 17:40	8-6-2013 17:44
					8-6-2013 17:44	8-6-2013 17:48
					8-6-2013 17:48	8-6-2013 17:52
					8-6-2013 17:52	8-6-2013 17:56
					8-6-2013 17:56	8-6-2013 18:00
					8-6-2013 18:00	8-6-2013 18:04
					8-6-2013 18:04	8-6-2013 18:08
					8-6-2013 18:08	8-6-2013 18:12
					8-6-2013 18:12	8-6-2013 18:16
					8-6-2013 18:16	8-6-2013 18:20
					8-6-2013 18:20	8-6-2013 18:24
					8-6-2013 18:24	8-6-2013 18:28
					8-6-2013 18:28	8-6-2013 18:32
					8-6-2013 18:32	8-6-2013 18:36
					8-6-2013 18:36	8-6-2013 18:40
					8-6-2013 18:40	8-6-2013 18:44
3.00918	0	4.00396	0.312644		8-6-2013 18:44	8-6-2013 18:48
3.22976	0	4.19894	0.254516		8-6-2013 18:48	8-6-2013 18:52
					8-6-2013 18:52	8-6-2013 18:56
					8-6-2013 18:56	8-6-2013 19:00
					8-6-2013 19:00	8-6-2013 19:04
					8-6-2013 19:04	8-6-2013 19:08
					8-6-2013 19:08	8-6-2013 19:12
					8-6-2013 19:12	8-6-2013 19:16
					8-6-2013 19:16	8-6-2013 19:20
					8-6-2013 19:20	8-6-2013 19:24
					8-6-2013 19:24	8-6-2013 19:28
					8-6-2013 19:28	8-6-2013 19:32
2.74264	0.421415	3.9555	0.413725		8-6-2013 19:32	8-6-2013 19:36
2.75425	0.544423	3.9941	0.359744		8-6-2013 19:36	8-6-2013 19:40
					8-6-2013 19:40	8-6-2013 19:44
2.64777	0.766785	3.92129	0.431331		8-6-2013 19:44	8-6-2013 19:48
2.51934	0.74095	4.1827	0.338878		8-6-2013 19:48	8-6-2013 19:52
					8-6-2013 19:52	8-6-2013 19:56
					8-6-2013 19:56	8-6-2013 20:00
					8-6-2013 20:00	8-6-2013 20:04
					8-6-2013 20:04	8-6-2013 20:08
					8-6-2013 20:08	8-6-2013 20:12
					8-6-2013 20:12	8-6-2013 20:16
					8-6-2013 20:16	8-6-2013 20:20
					8-6-2013 20:20	8-6-2013 20:24
					8-6-2013 20:24	8-6-2013 20:28
					8-6-2013 20:28	8-6-2013 20:32
2.9924	0.990931	4.44145	0.448191		8-6-2013 20:32	8-6-2013 20:36
3.01299	1.04493	4.35682	0.401044		8-6-2013 20:36	8-6-2013 20:40
					8-6-2013 20:40	8-6-2013 20:44
2.77913	1.14525	4.18736	0.490906		8-6-2013 20:44	8-6-2013 20:48
2.91374	1.34437	4.11035	0.525344		8-6-2013 20:48	8-6-2013 20:52
					8-6-2013 20:52	8-6-2013 20:56
					8-6-2013 20:56	8-6-2013 21:00
					8-6-2013 21:00	8-6-2013 21:04
					8-6-2013 21:04	8-6-2013 21:08
					8-6-2013 21:08	8-6-2013 21:12
					8-6-2013 21:12	8-6-2013 21:16
					8-6-2013 21:16	8-6-2013 21:20
					8-6-2013 21:20	8-6-2013 21:24
					8-6-2013 21:24	8-6-2013 21:28
					8-6-2013 21:28	8-6-2013 21:32
2.60986	1.2249	4.1002	0.47445		8-6-2013 21:32	8-6-2013 21:36
2.72718	1.32908	4.2604	0.348175		8-6-2013 21:36	8-6-2013 21:40
					8-6-2013 21:40	8-6-2013 21:44
2.87733	1.30368	4.32657	0.5274		8-6-2013 21:44	8-6-2013 21:48
2.75582	1.24429	4.15361	0.456578		8-6-2013 21:48	8-6-2013 21:52
					8-6-2013 21:52	8-6-2013 21:56
					8-6-2013 21:56	8-6-2013 22:00
					8-6-2013 22:00	8-6-2013 22:04
					8-6-2013 22:04	8-6-2013 22:08
					8-6-2013 22:08	8-6-2013 22:12
					8-6-2013 22:12	8-6-2013 22:16
					8-6-2013 22:16	8-6-2013 22:20
					8-6-2013 22:20	8-6-2013 22:24
					8-6-2013 22:24	8-6-2013 22:28
					8-6-2013 22:28	8-6-2013 22:32
2.74523	1.08029	4.31263	0.357012		8-6-2013 22:32	8-6-2013 22:36
2.68703	1.31919	3.94691	0.322438		8-6-2013 22:36	8-6-2013 22:40
					8-6-2013 22:40	8-6-2013 22:44
2.5054	1.33345	3.71157	0.448788		8-6-2013 22:44	8-6-2013 22:48
2.46747	1.2391	4.041	0.368328		8-6-2013 22:48	8-6-2013 22:52
					8-6-2013 22:52	8-6-2013 22:56
					8-6-2013 22:56	8-6-2013 23:00
					8-6-2013 23:00	8-6-2013 23:04
					8-6-2013 23:04	8-6-2013 23:08
					8-6-2013 23:08	8-6-2013 23:12
					8-6-2013 23:12	8-6-2013 23:16
					8-6-2013 23:16	8-6-2013 23:20
					8-6-2013 23:20	8-6-2013 23:24
					8-6-2013 23:24	8-6-2013 23:28
					8-6-2013 23:28	8-6-2013 23:32
2.12714	1.85366	3.12955	0.34985		8-6-2013 23:32	8-6-2013 23:36
2.14077	1.81975	3.14582	0.291656		8-6-2013 23:36	8-6-2013 23:40
					8-6-2013 23:40	8-6-2013 23:44
2.03611	2.20325	2.75812	0.503431		8-6-2013 23:44	8-6-2013 23:48
1.90663	1.80759	2.8771	0.309053		8-6-2013 23:48	8-6-2013 23:52
					8-6-2013 23:52	8-6-2013 23:56
					8-6-2013 23:56	9-6-2013 00:00
1.93963	1.46066	2.48545	0.10691	0.241805	9-6-2013 00:00	9-6-2013 00:04
1.79644	1.28957	2.50298	0.0412549	0.263076	9-6-2013 00:04	9-6-2013 00:08
1.78795	1.19058	2.53956	0.0909589	0.224248	9-6-2013 00:08	9-6-2013 00:12
1.72455	1.28495	2.37693	0	0.233461	9-6-2013 00:12	9-6-2013 00:16
1.51444	1.16775	2.26509	0.0766884	0.247444	9-6-2013 00:16	9-6-2013 00:20
1.51096	1.07028	2.27335	0.0546393	0.161509	9-6-2013 00:20	9-6-2013 00:24
1.54451	1.09462	2.11304	0.0409573	0.209641	9-6-2013 00:24	9-6-2013 00:28
1.48477	1.16348	1.99777	0.242893	0.212075	9-6-2013 00:28	9-6-2013 00:32
1.45811	1.11035	2.05551	0.170729	0.155952	9-6-2013 00:32	9-6-2013 00:36
1.50122	1.14489	2.0276	0.07954	0.217723	9-6-2013 00:36	9-6-2013 00:40
1.47737	1.18598	1.94386	0.0372335	0.210641	9-6-2013 00:40	9-6-2013 00:44
1.47506	1.19126	2.05601	0.059904	0.177165	9-6-2013 00:44	9-6-2013 00:48
1.45093	1.23475	1.96825	0.00814589	0.256174	9-6-2013 00:48	9-6-2013 00:52
1.52397	1.10703	1.96805	0.0936474	0.22019	9-6-2013 00:52	9-6-2013 00:56
1.38739	1.13316	2.07465	0.055563	0.206059	9-6-2013 00:56	9-6-2013 01:00
1.47769	1.18216	1.86447	0.0922458	0.193854	9-6-2013 01:00	9-6-2013 01:04
1.444	1.08115	2.04785	0.146213	0.188854	9-6-2013 01:04	9-6-2013 01:08
1.38099	1.10318	2.12765	0.110049	0.0887302	9-6-2013 01:08	9-6-2013 01:12
1.44489	1.08716	1.88069	0.094049	0.184813	9-6-2013 01:12	9-6-2013 01:16
1.34016	1.13571	2.03525	0	0.116837	9-6-2013 01:16	9-6-2013 01:20
1.31791	1.04423	1.75222	0.156278	0.286363	9-6-2013 01:20	9-6-2013 01:24
1.30213	1.13219	1.83525	0.122451	0.210354	9-6-2013 01:24	9-6-2013 01:28
1.33821	1.22499	1.96331	0.0444286	0.190075	9-6-2013 01:28	9-6-2013 01:32
1.32641	1.26542	1.92472	0.154295	0.193862	9-6-2013 01:32	9-6-2013 01:36
1.33323	1.20227	1.80613	0.0352237	0.202575	9-6-2013 01:36	9-6-2013 01:40
1.22022	1.23555	1.55412	0.110344	0.273281	9-6-2013 01:40	9-6-2013 01:44
1.25131	1.26387	1.66244	0	0.194059	9-6-2013 01:44	9-6-2013 01:48
