IEPOX-SOA	LO-OOA	MO-OOA	BBOA	ISOPOOH-SOA	T_series_start	T_series_end
0.0493418	0.680383	0	0.0780917	0.11137	10-6-2013 03:28	10-6-2013 03:32
					10-6-2013 03:32	10-6-2013 03:36
0.0869238	0.770503	0.0659183	0	0.0195854	10-6-2013 03:36	10-6-2013 03:40
					10-6-2013 03:40	10-6-2013 03:44
0.0798801	0.704812	0.0331531	0.0354926	0.0452298	10-6-2013 03:44	10-6-2013 03:48
					10-6-2013 03:48	10-6-2013 03:52
0.0857404	0.673099	0	0.0528458	0.0794301	10-6-2013 03:52	10-6-2013 03:56
					10-6-2013 03:56	10-6-2013 04:00
0.0226633	0.770033	0	0.0776384	0.0667702	10-6-2013 04:00	10-6-2013 04:04
					10-6-2013 04:04	10-6-2013 04:08
0.063607	0.687771	0.0606203	0.0512311	0.117042	10-6-2013 04:08	10-6-2013 04:12
					10-6-2013 04:12	10-6-2013 04:16
0.0458021	0.777351	0.0330342	0.0298426	0.0889433	10-6-2013 04:16	10-6-2013 04:20
					10-6-2013 04:20	10-6-2013 04:24
0.0443486	0.750256	0	0.0746425	0.0752284	10-6-2013 04:24	10-6-2013 04:28
					10-6-2013 04:28	10-6-2013 04:32
0.0501663	0.725704	0	0.0989179	0.103017	10-6-2013 04:32	10-6-2013 04:36
					10-6-2013 04:36	10-6-2013 04:40
0.0844646	0.743983	0.0860391	0.0513204	0.0361363	10-6-2013 04:40	10-6-2013 04:44
					10-6-2013 04:44	10-6-2013 04:48
0.129776	0.806903	0	0.0353499	0.0833531	10-6-2013 04:48	10-6-2013 04:52
					10-6-2013 04:52	10-6-2013 04:56
0.0468683	0.809622	0.064819	0.178336	0.0880335	10-6-2013 04:56	10-6-2013 05:00
					10-6-2013 05:00	10-6-2013 05:04
0.0847133	0.815441	0.036315	0.0550335	0.08464	10-6-2013 05:04	10-6-2013 05:08
					10-6-2013 05:08	10-6-2013 05:12
0.0783981	0.769301	0	0.106746	0.0850662	10-6-2013 05:12	10-6-2013 05:16
					10-6-2013 05:16	10-6-2013 05:20
0.0726942	0.821523	0	0.0658474	0.0530045	10-6-2013 05:20	10-6-2013 05:24
					10-6-2013 05:24	10-6-2013 05:28
0.0919597	0.793242	0	0.14109	0.0512873	10-6-2013 05:28	10-6-2013 05:32
					10-6-2013 05:32	10-6-2013 05:36
0.0555788	0.872664	0	0.0977048	0.0699833	10-6-2013 05:36	10-6-2013 05:40
					10-6-2013 05:40	10-6-2013 05:44
0.0706436	0.858428	0	0.0441819	0.0915253	10-6-2013 05:44	10-6-2013 05:48
					10-6-2013 05:48	10-6-2013 05:52
0.039231	0.917672	0.0368722	0.045686	0.0813441	10-6-2013 05:52	10-6-2013 05:56
					10-6-2013 05:56	10-6-2013 06:00
0.0141134	0.846004	0	0.138262	0.118386	10-6-2013 06:00	10-6-2013 06:04
					10-6-2013 06:04	10-6-2013 06:08
0.0703842	0.798226	0	0.262049	0.152837	10-6-2013 06:08	10-6-2013 06:12
					10-6-2013 06:12	10-6-2013 06:16
0.0876595	0.913368	0	0.0719614	0.0801244	10-6-2013 06:16	10-6-2013 06:20
					10-6-2013 06:20	10-6-2013 06:24
0.0388472	0.897059	0	0.129139	0.119337	10-6-2013 06:24	10-6-2013 06:28
					10-6-2013 06:28	10-6-2013 06:32
0.0461824	0.915529	0.0283186	0.10741	0.0650857	10-6-2013 06:32	10-6-2013 06:36
					10-6-2013 06:36	10-6-2013 06:40
0.154888	0.750813	0	0.152098	0.120845	10-6-2013 06:40	10-6-2013 06:44
					10-6-2013 06:44	10-6-2013 06:48
0.113357	0.833685	0	0.176573	0.161509	10-6-2013 06:48	10-6-2013 06:52
					10-6-2013 06:52	10-6-2013 06:56
0.104523	0.884234	0.00733705	0.0948441	0.104943	10-6-2013 06:56	10-6-2013 07:00
					10-6-2013 07:00	10-6-2013 07:04
0.0893476	0.904133	0	0.0907703	0.08049	10-6-2013 07:04	10-6-2013 07:08
					10-6-2013 07:08	10-6-2013 07:12
0.0980652	0.876567	0.00744104	0.141115	0.0886728	10-6-2013 07:12	10-6-2013 07:16
					10-6-2013 07:16	10-6-2013 07:20
0.0635039	0.868778	0.0642235	0.101787	0.115681	10-6-2013 07:20	10-6-2013 07:24
					10-6-2013 07:24	10-6-2013 07:28
0.0796029	0.82445	0.03923	0.109942	0.148944	10-6-2013 07:28	10-6-2013 07:32
					10-6-2013 07:32	10-6-2013 07:36
0.0638842	0.892372	0.126857	0.0887949	0.027233	10-6-2013 07:36	10-6-2013 07:40
					10-6-2013 07:40	10-6-2013 07:44
0.0949165	0.870382	0.122867	0.0951884	0.100575	10-6-2013 07:44	10-6-2013 07:48
					10-6-2013 07:48	10-6-2013 07:52
0.0972727	0.904499	0.0777858	0.145377	0.105534	10-6-2013 07:52	10-6-2013 07:56
					10-6-2013 07:56	10-6-2013 08:00
0.0988222	0.858393	0.129477	0.106533	0.166862	10-6-2013 08:00	10-6-2013 08:04
					10-6-2013 08:04	10-6-2013 08:08
0.0815682	0.91884	0.298562	0.0480868	0.0112271	10-6-2013 08:08	10-6-2013 08:12
					10-6-2013 08:12	10-6-2013 08:16
0.128287	0.820042	0.236363	0.193942	0.171288	10-6-2013 08:16	10-6-2013 08:20
					10-6-2013 08:20	10-6-2013 08:24
0.0641152	0.948444	0.30095	0.123942	0.125394	10-6-2013 08:24	10-6-2013 08:28
					10-6-2013 08:28	10-6-2013 08:32
0.175596	0.876341	0.288315	0.135631	0.161452	10-6-2013 08:32	10-6-2013 08:36
					10-6-2013 08:36	10-6-2013 08:40
0.0995152	0.844488	0.452675	0.0933359	0.176739	10-6-2013 08:40	10-6-2013 08:44
					10-6-2013 08:44	10-6-2013 08:48
0.17109	0.859369	0.468756	0.122778	0.132493	10-6-2013 08:48	10-6-2013 08:52
					10-6-2013 08:52	10-6-2013 08:56
0.178635	0.916383	0.410688	0.125418	0.113673	10-6-2013 08:56	10-6-2013 09:00
					10-6-2013 09:00	10-6-2013 09:04
0.165862	0.842833	0.480938	0.131278	0.182378	10-6-2013 09:04	10-6-2013 09:08
					10-6-2013 09:08	10-6-2013 09:12
0.192207	0.834086	0.658478	0.0534704	0.151657	10-6-2013 09:12	10-6-2013 09:16
					10-6-2013 09:16	10-6-2013 09:20
0.199151	0.841822	0.482399	0.203369	0.207493	10-6-2013 09:20	10-6-2013 09:24
					10-6-2013 09:24	10-6-2013 09:28
0.250543	0.866949	0.43872	0.18941	0.174788	10-6-2013 09:28	10-6-2013 09:32
					10-6-2013 09:32	10-6-2013 09:36
0.239807	0.933093	0.532175	0.135369	0.136624	10-6-2013 09:36	10-6-2013 09:40
					10-6-2013 09:40	10-6-2013 09:44
0.315824	0.895682	0.677652	0.151967	0.203952	10-6-2013 09:44	10-6-2013 09:48
					10-6-2013 09:48	10-6-2013 09:52
0.272904	0.887771	0.629781	0.155024	0.1731	10-6-2013 09:52	10-6-2013 09:56
					10-6-2013 09:56	10-6-2013 10:00
0.297419	0.823683	0.878487	0.0997293	0.163985	10-6-2013 10:00	10-6-2013 10:04
					10-6-2013 10:04	10-6-2013 10:08
0.315714	0.852016	0.879556	0.10809	0.19087	10-6-2013 10:08	10-6-2013 10:12
					10-6-2013 10:12	10-6-2013 10:16
0.445867	1.00406	0.916051	0.021645	0.189034	10-6-2013 10:16	10-6-2013 10:20
					10-6-2013 10:20	10-6-2013 10:24
0.403256	0.968221	0.818767	0.0790753	0.27874	10-6-2013 10:24	10-6-2013 10:28
					10-6-2013 10:28	10-6-2013 10:32
0.408232	0.956268	0.980416	0.0136672	0.247461	10-6-2013 10:32	10-6-2013 10:36
					10-6-2013 10:36	10-6-2013 10:40
0.414202	0.864684	1.06372	0.0191459	0.155239	10-6-2013 10:40	10-6-2013 10:44
					10-6-2013 10:44	10-6-2013 10:48
0.410648	0.872403	1.00363	0.0475081	0.228412	10-6-2013 10:48	10-6-2013 10:52
					10-6-2013 10:52	10-6-2013 10:56
0.435525	0.807234	0.906509	0.117893	0.259354	10-6-2013 10:56	10-6-2013 11:00
					10-6-2013 11:00	10-6-2013 11:04
0.449314	0.915738	0.885954	0.0460221	0.260133	10-6-2013 11:04	10-6-2013 11:08
					10-6-2013 11:08	10-6-2013 11:12
0.489189	0.75794	1.09264	0.0324475	0.141288	10-6-2013 11:12	10-6-2013 11:16
					10-6-2013 11:16	10-6-2013 11:20
0.440607	0.815929	1.02272	0.0602179	0.222813	10-6-2013 11:20	10-6-2013 11:24
					10-6-2013 11:24	10-6-2013 11:28
0.4523	0.775016	0.979328	0.0759696	0.206018	10-6-2013 11:28	10-6-2013 11:32
					10-6-2013 11:32	10-6-2013 11:36
0.375607	0.911086	1.02765	0.0242729	0.204829	10-6-2013 11:36	10-6-2013 11:40
					10-6-2013 11:40	10-6-2013 11:44
0.406775	0.799951	1.06443	0.0862867	0.159116	10-6-2013 11:44	10-6-2013 11:48
					10-6-2013 11:48	10-6-2013 11:52
0.415304	0.806328	0.926197	0.0767859	0.204026	10-6-2013 11:52	10-6-2013 11:56
					10-6-2013 11:56	10-6-2013 12:00
0.483929	0.66301	1.01919	0.0783507	0.228674	10-6-2013 12:00	10-6-2013 12:04
					10-6-2013 12:04	10-6-2013 12:08
0.772858	0.621748	1.01798	0.0764302	0.257707	10-6-2013 12:08	10-6-2013 12:12
					10-6-2013 12:12	10-6-2013 12:16
0.756545	0.656668	0.781647	0.0270844	0.265109	10-6-2013 12:16	10-6-2013 12:20
					10-6-2013 12:20	10-6-2013 12:24
0.79052	0.705387	0.804409	0	0.221034	10-6-2013 12:24	10-6-2013 12:28
					10-6-2013 12:28	10-6-2013 12:32
0.250469	0.780366	0.827976	0.129926	0.246272	10-6-2013 12:32	10-6-2013 12:36
					10-6-2013 12:36	10-6-2013 12:40
0.423762	0.826855	0.895496	0	0.262494	10-6-2013 12:40	10-6-2013 12:44
					10-6-2013 12:44	10-6-2013 12:48
0.545802	0.806607	0.801446	0.0547876	0.244879	10-6-2013 12:48	10-6-2013 12:52
					10-6-2013 12:52	10-6-2013 12:56
0.334759	0.863046	0.854507	0	0.233084	10-6-2013 12:56	10-6-2013 13:00
					10-6-2013 13:00	10-6-2013 13:04
0.325757	0.831925	0.906438	0.0165262	0.186001	10-6-2013 13:04	10-6-2013 13:08
					10-6-2013 13:08	10-6-2013 13:12
0.152226	0.759107	0.926016	0.0581048	0.204034	10-6-2013 13:12	10-6-2013 13:16
					10-6-2013 13:16	10-6-2013 13:20
0.306908	0.695647	0.820097	0.101795	0.28833	10-6-2013 13:20	10-6-2013 13:24
					10-6-2013 13:24	10-6-2013 13:28
0.304551	0.80652	0.75551	0.0594065	0.318035	10-6-2013 13:28	10-6-2013 13:32
					10-6-2013 13:32	10-6-2013 13:36
0.289515	0.746143	0.85632	0.0514811	0.154583	10-6-2013 13:36	10-6-2013 13:40
					10-6-2013 13:40	10-6-2013 13:44
0.334169	0.644575	0.882891	0.07234	0.30206	10-6-2013 13:44	10-6-2013 13:48
					10-6-2013 13:48	10-6-2013 13:52
0.814544	0.584564	0.871716	0.0165319	0.281092	10-6-2013 13:52	10-6-2013 13:56
					10-6-2013 13:56	10-6-2013 14:00
0.336952	0.656999	0.996861	0.00301008	0.257207	10-6-2013 14:00	10-6-2013 14:04
					10-6-2013 14:04	10-6-2013 14:08
0.535744	0.661355	1.02836	0.0185508	0.235838	10-6-2013 14:08	10-6-2013 14:12
					10-6-2013 14:12	10-6-2013 14:16
0.805589	0.616434	0.954793	0	0.258584	10-6-2013 14:16	10-6-2013 14:20
					10-6-2013 14:20	10-6-2013 14:24
0.470566	0.712078	1.01959	0	0.252305	10-6-2013 14:24	10-6-2013 14:28
					10-6-2013 14:28	10-6-2013 14:32
0.513	0.67587	0.992528	0	0.225321	10-6-2013 14:32	10-6-2013 14:36
					10-6-2013 14:36	10-6-2013 14:40
0.514279	0.601553	0.991299	0	0.291051	10-6-2013 14:40	10-6-2013 14:44
					10-6-2013 14:44	10-6-2013 14:48
0.436805	0.560501	1.05838	0	0.303035	10-6-2013 14:48	10-6-2013 14:52
					10-6-2013 14:52	10-6-2013 14:56
0.795354	0.555325	0.903295	0.0452221	0.299199	10-6-2013 14:56	10-6-2013 15:00
					10-6-2013 15:00	10-6-2013 15:04
0.619367	0.629677	0.923578	0	0.213903	10-6-2013 15:04	10-6-2013 15:08
					10-6-2013 15:08	10-6-2013 15:12
0.495728	0.599758	0.936908	0	0.256215	10-6-2013 15:12	10-6-2013 15:16
					10-6-2013 15:16	10-6-2013 15:20
1.49482	0.523142	0.813145	0	0.323789	10-6-2013 15:20	10-6-2013 15:24
					10-6-2013 15:24	10-6-2013 15:28
1.42392	0.47491	0.832208	0	0.309904	10-6-2013 15:28	10-6-2013 15:32
					10-6-2013 15:32	10-6-2013 15:36
0.987155	0.552294	0.909179	0	0.298224	10-6-2013 15:36	10-6-2013 15:40
					10-6-2013 15:40	10-6-2013 15:44
0.917109	0.517653	0.762361	0.0162401	0.312248	10-6-2013 15:44	10-6-2013 15:48
					10-6-2013 15:48	10-6-2013 15:52
0.903142	0.551893	0.849771	0	0.292879	10-6-2013 15:52	10-6-2013 15:56
					10-6-2013 15:56	10-6-2013 16:00
1.08759	0.574196	0.97029	0	0.278937	10-6-2013 16:00	10-6-2013 16:04
					10-6-2013 16:04	10-6-2013 16:08
1.18294	0.465571	0.882901	0.0336188	0.25474	10-6-2013 16:08	10-6-2013 16:12
					10-6-2013 16:12	10-6-2013 16:16
1.0357	0.508801	1.02372	0.0134303	0.248248	10-6-2013 16:16	10-6-2013 16:20
					10-6-2013 16:20	10-6-2013 16:24
					10-6-2013 16:24	10-6-2013 16:28
					10-6-2013 16:28	10-6-2013 16:32
					10-6-2013 16:32	10-6-2013 16:36
					10-6-2013 16:36	10-6-2013 16:40
					10-6-2013 16:40	10-6-2013 16:44
					10-6-2013 16:44	10-6-2013 16:48
					10-6-2013 16:48	10-6-2013 16:52
					10-6-2013 16:52	10-6-2013 16:56
					10-6-2013 16:56	10-6-2013 17:00
					10-6-2013 17:00	10-6-2013 17:04
					10-6-2013 17:04	10-6-2013 17:08
					10-6-2013 17:08	10-6-2013 17:12
1.28508	0.285574	0.915819	0.00631229	0.110829	10-6-2013 17:12	10-6-2013 17:16
					10-6-2013 17:16	10-6-2013 17:20
1.36756	0.298869	0.798151	0	0.182821	10-6-2013 17:20	10-6-2013 17:24
					10-6-2013 17:24	10-6-2013 17:28
1.76008	0.331017	0.710974	0.0221868	0.207174	10-6-2013 17:28	10-6-2013 17:32
					10-6-2013 17:32	10-6-2013 17:36
1.69256	0.279161	0.688474	0.0636278	0.249067	10-6-2013 17:36	10-6-2013 17:40
					10-6-2013 17:40	10-6-2013 17:44
1.5493	0.310439	0.788378	0	0.17978	10-6-2013 17:44	10-6-2013 17:48
					10-6-2013 17:48	10-6-2013 17:52
1.26055	0.408871	0.72906	0.0834589	0.203256	10-6-2013 17:52	10-6-2013 17:56
					10-6-2013 17:56	10-6-2013 18:00
1.24246	0.361354	0.910086	0	0.246535	10-6-2013 18:00	10-6-2013 18:04
					10-6-2013 18:04	10-6-2013 18:08
1.03161	0.479214	0.843403	0	0.210657	10-6-2013 18:08	10-6-2013 18:12
					10-6-2013 18:12	10-6-2013 18:16
0.915048	0.497109	0.875082	0	0.209018	10-6-2013 18:16	10-6-2013 18:20
					10-6-2013 18:20	10-6-2013 18:24
0.913448	0.502755	0.886851	0	0.249182	10-6-2013 18:24	10-6-2013 18:28
					10-6-2013 18:28	10-6-2013 18:32
0.830679	0.581062	0.824097	0.0984589	0.205993	10-6-2013 18:32	10-6-2013 18:36
					10-6-2013 18:36	10-6-2013 18:40
0.769339	0.561738	0.927104	0.102197	0.224854	10-6-2013 18:40	10-6-2013 18:44
					10-6-2013 18:44	10-6-2013 18:48
0.755693	0.718612	0.717382	0.251409	0.21719	10-6-2013 18:48	10-6-2013 18:52
					10-6-2013 18:52	10-6-2013 18:56
0.708249	0.745621	0.900826	0.025118	0.21051	10-6-2013 18:56	10-6-2013 19:00
					10-6-2013 19:00	10-6-2013 19:04
					10-6-2013 19:04	10-6-2013 19:08
					10-6-2013 19:08	10-6-2013 19:12
					10-6-2013 19:12	10-6-2013 19:16
					10-6-2013 19:16	10-6-2013 19:20
					10-6-2013 19:20	10-6-2013 19:24
					10-6-2013 19:24	10-6-2013 19:28
0.592286	0.680086	0.873973	0	0.106124	10-6-2013 19:28	10-6-2013 19:32
					10-6-2013 19:32	10-6-2013 19:36
0.614284	0.734556	0.91197	0	0.150575	10-6-2013 19:36	10-6-2013 19:40
					10-6-2013 19:40	10-6-2013 19:44
0.571354	0.749977	1.03188	0.0225172	0.148329	10-6-2013 19:44	10-6-2013 19:48
					10-6-2013 19:48	10-6-2013 19:52
0.556499	0.839209	0.970623	0	0.0936974	10-6-2013 19:52	10-6-2013 19:56
					10-6-2013 19:56	10-6-2013 20:00
0.656184	0.810998	1.0333	0	0.0550939	10-6-2013 20:00	10-6-2013 20:04
					10-6-2013 20:04	10-6-2013 20:08
0.686712	0.843408	0.992044	0	0.125083	10-6-2013 20:08	10-6-2013 20:12
					10-6-2013 20:12	10-6-2013 20:16
0.651174	0.858167	0.9279	0.0309	0.195518	10-6-2013 20:16	10-6-2013 20:20
					10-6-2013 20:20	10-6-2013 20:24
0.5764	0.937432	1.02231	0	0.135288	10-6-2013 20:24	10-6-2013 20:28
					10-6-2013 20:28	10-6-2013 20:32
0.595485	1.00507	0.878608	0	0.130108	10-6-2013 20:32	10-6-2013 20:36
					10-6-2013 20:36	10-6-2013 20:40
0.641827	0.999865	0.89872	0	0.197969	10-6-2013 20:40	10-6-2013 20:44
					10-6-2013 20:44	10-6-2013 20:48
0.621428	1.07732	0.998624	0	0.156263	10-6-2013 20:48	10-6-2013 20:52
					10-6-2013 20:52	10-6-2013 20:56
0.620824	0.91985	1.11058	0.132401	0.152321	10-6-2013 20:56	10-6-2013 21:00
					10-6-2013 21:00	10-6-2013 21:04
0.669476	1.06407	0.897209	0.0119787	0.172001	10-6-2013 21:04	10-6-2013 21:08
					10-6-2013 21:08	10-6-2013 21:12
0.631165	1.15771	0.84566	0	0.139231	10-6-2013 21:12	10-6-2013 21:16
					10-6-2013 21:16	10-6-2013 21:20
0.672639	1.00178	1.02745	0	0.0896318	10-6-2013 21:20	10-6-2013 21:24
					10-6-2013 21:24	10-6-2013 21:28
0.622174	1.10868	0.955418	0	0.157345	10-6-2013 21:28	10-6-2013 21:32
					10-6-2013 21:32	10-6-2013 21:36
0.659738	1.01046	0.993263	0	0.13978	10-6-2013 21:36	10-6-2013 21:40
					10-6-2013 21:40	10-6-2013 21:44
0.766319	0.978903	1.0737	0	0.079444	10-6-2013 21:44	10-6-2013 21:48
					10-6-2013 21:48	10-6-2013 21:52
0.720118	1.02576	0.952395	0	0.14437	10-6-2013 21:52	10-6-2013 21:56
					10-6-2013 21:56	10-6-2013 22:00
0.694069	1.06632	0.955791	0	0.162993	10-6-2013 22:00	10-6-2013 22:04
					10-6-2013 22:04	10-6-2013 22:08
0.734583	0.964597	1.15008	0	0.116239	10-6-2013 22:08	10-6-2013 22:12
					10-6-2013 22:12	10-6-2013 22:16
0.729074	1.0749	0.961685	0.0189114	0.140485	10-6-2013 22:16	10-6-2013 22:20
					10-6-2013 22:20	10-6-2013 22:24
0.727866	1.06768	0.996558	0	0.104673	10-6-2013 22:24	10-6-2013 22:28
					10-6-2013 22:28	10-6-2013 22:32
0.715996	1.04702	1.10907	0	0.0154386	10-6-2013 22:32	10-6-2013 22:36
					10-6-2013 22:36	10-6-2013 22:40
0.710061	1.03893	0.837639	0.0532261	0.133198	10-6-2013 22:40	10-6-2013 22:44
					10-6-2013 22:44	10-6-2013 22:48
0.732912	1.07226	0.958028	0	0.138329	10-6-2013 22:48	10-6-2013 22:52
					10-6-2013 22:52	10-6-2013 22:56
0.772431	1.0347	1.04025	0.000875326	0.0560578	10-6-2013 22:56	10-6-2013 23:00
					10-6-2013 23:00	10-6-2013 23:04
0.784372	0.987807	0.883757	0.0547106	0.139739	10-6-2013 23:04	10-6-2013 23:08
					10-6-2013 23:08	10-6-2013 23:12
0.740944	1.05012	0.96234	0.0191713	0.0988286	10-6-2013 23:12	10-6-2013 23:16
					10-6-2013 23:16	10-6-2013 23:20
0.700963	1.02555	1.00705	0.0128983	0.0715153	10-6-2013 23:20	10-6-2013 23:24
					10-6-2013 23:24	10-6-2013 23:28
0.722713	1.10128	0.851685	0	0.146985	10-6-2013 23:28	10-6-2013 23:32
					10-6-2013 23:32	10-6-2013 23:36
0.814367	1.14203	0.864955	0	0.0706915	10-6-2013 23:36	10-6-2013 23:40
					10-6-2013 23:40	10-6-2013 23:44
0.797379	1.11459	0.830364	0.0223582	0.152067	10-6-2013 23:44	10-6-2013 23:48
					10-6-2013 23:48	10-6-2013 23:52
0.781813	1.16462	0.840511	0.0515065	0.169575	10-6-2013 23:52	10-6-2013 23:56
					10-6-2013 23:56	11-6-2013 00:00
0.836792	1.11258	0.967902	0.0725696	0.0829514	11-6-2013 00:00	11-6-2013 00:04
0.788424	1.24393	0.744869	0.0557335	0.18687	11-6-2013 00:04	11-6-2013 00:08
0.83402	1.17517	0.548085	0.169729	0.202436	11-6-2013 00:08	11-6-2013 00:12
					11-6-2013 00:12	11-6-2013 00:16
					11-6-2013 00:16	11-6-2013 00:20
					11-6-2013 00:20	11-6-2013 00:24
0.766567	1.15095	0.705583	0.171573	0.157862	11-6-2013 00:24	11-6-2013 00:28
					11-6-2013 00:28	11-6-2013 00:32
0.781387	1.34514	0.781103	0.0688155	0.172231	11-6-2013 00:32	11-6-2013 00:36
					11-6-2013 00:36	11-6-2013 00:40
0.76049	1.2631	0.814112	0.104656	0.157026	11-6-2013 00:40	11-6-2013 00:44
					11-6-2013 00:44	11-6-2013 00:48
0.822718	1.32109	0.899627	0.0551516	0.107689	11-6-2013 00:48	11-6-2013 00:52
					11-6-2013 00:52	11-6-2013 00:56
0.79443	1.3458	0.838415	0.0858687	0.121722	11-6-2013 00:56	11-6-2013 01:00
					11-6-2013 01:00	11-6-2013 01:04
0.776589	1.35747	0.743005	0.147705	0.15837	11-6-2013 01:04	11-6-2013 01:08
					11-6-2013 01:08	11-6-2013 01:12
0.775559	1.43196	0.764528	0.0876064	0.0947712	11-6-2013 01:12	11-6-2013 01:16
					11-6-2013 01:16	11-6-2013 01:20
0.756297	1.39818	0.627554	0.115418	0.167223	11-6-2013 01:20	11-6-2013 01:24
					11-6-2013 01:24	11-6-2013 01:28
0.783697	1.43174	0.723539	0.120344	0.133452	11-6-2013 01:28	11-6-2013 01:32
					11-6-2013 01:32	11-6-2013 01:36
0.695739	1.39497	0.718511	0.145787	0.18078	11-6-2013 01:36	11-6-2013 01:40
					11-6-2013 01:40	11-6-2013 01:44
0.762232	1.39859	0.741504	0.11041	0.154386	11-6-2013 01:44	11-6-2013 01:48
					11-6-2013 01:48	11-6-2013 01:52
0.680137	1.54733	0.725886	0.0856474	0.145608	11-6-2013 01:52	11-6-2013 01:56
					11-6-2013 01:56	11-6-2013 02:00
0.695739	1.47279	0.745071	0.105279	0.13814	11-6-2013 02:00	11-6-2013 02:04
					11-6-2013 02:04	11-6-2013 02:08
0.700537	1.64151	0.527086	0.129393	0.176723	11-6-2013 02:08	11-6-2013 02:12
					11-6-2013 02:12	11-6-2013 02:16
0.633617	1.4845	0.760014	0.0597999	0.0985499	11-6-2013 02:16	11-6-2013 02:20
					11-6-2013 02:20	11-6-2013 02:24
0.738385	1.51658	0.639887	0.0820327	0.164919	11-6-2013 02:24	11-6-2013 02:28
					11-6-2013 02:28	11-6-2013 02:32
0.714645	1.60483	0.673692	0.00620056	0.0379208	11-6-2013 02:32	11-6-2013 02:36
					11-6-2013 02:36	11-6-2013 02:40
0.602415	1.42386	0.753142	0.0486286	0.0761522	11-6-2013 02:40	11-6-2013 02:44
					11-6-2013 02:44	11-6-2013 02:48
0.611122	1.57024	0.406366	0.0695056	0.183329	11-6-2013 02:48	11-6-2013 02:52
					11-6-2013 02:52	11-6-2013 02:56
0.583721	1.49108	0.642799	0.0637188	0.123665	11-6-2013 02:56	11-6-2013 03:00
					11-6-2013 03:00	11-6-2013 03:04
0.531551	1.50731	0.622264	0.0742589	0.072426	11-6-2013 03:04	11-6-2013 03:08
					11-6-2013 03:08	11-6-2013 03:12
0.542568	1.62578	0.443294	0.0377696	0.143837	11-6-2013 03:12	11-6-2013 03:16
					11-6-2013 03:16	11-6-2013 03:20
0.523412	1.49034	0.621952	0.0291368	0.0595718	11-6-2013 03:20	11-6-2013 03:24
					11-6-2013 03:24	11-6-2013 03:28
0.552483	1.46713	0.601538	0.0785154	0.0884761	11-6-2013 03:28	11-6-2013 03:32
					11-6-2013 03:32	11-6-2013 03:36
0.481726	1.46289	0.574887	0.120352	0.0793055	11-6-2013 03:36	11-6-2013 03:40
					11-6-2013 03:40	11-6-2013 03:44
0.502871	1.56577	0.525585	0.118352	0.0164878	11-6-2013 03:44	11-6-2013 03:48
					11-6-2013 03:48	11-6-2013 03:52
0.546583	1.69955	0.237351	0.136574	0.0273018	11-6-2013 03:52	11-6-2013 03:56
					11-6-2013 03:56	11-6-2013 04:00
0.524656	1.57113	0.302855	0.239237	0.10373	11-6-2013 04:00	11-6-2013 04:04
					11-6-2013 04:04	11-6-2013 04:08
0.530911	1.65963	0.243537	0.175049	0.0446725	11-6-2013 04:08	11-6-2013 04:12
					11-6-2013 04:12	11-6-2013 04:16
0.484462	1.61494	0.132923	0.270024	0.0666358	11-6-2013 04:16	11-6-2013 04:20
					11-6-2013 04:20	11-6-2013 04:24
0.54996	1.65747	0.239225	0.234721	0.0500397	11-6-2013 04:24	11-6-2013 04:28
					11-6-2013 04:28	11-6-2013 04:32
0.474227	1.70762	0.382627	0.113926	0	11-6-2013 04:32	11-6-2013 04:36
					11-6-2013 04:36	11-6-2013 04:40
0.522168	1.67092	0.211909	0.194024	0.0331503	11-6-2013 04:40	11-6-2013 04:44
					11-6-2013 04:44	11-6-2013 04:48
0.583437	1.76495	0.126706	0.248368	0.0583759	11-6-2013 04:48	11-6-2013 04:52
					11-6-2013 04:52	11-6-2013 04:56
0.545517	1.7202	0.198014	0.270041	0.0481315	11-6-2013 04:56	11-6-2013 05:00
					11-6-2013 05:00	11-6-2013 05:04
0.611228	1.77749	0.13261	0.220787	0.0689423	11-6-2013 05:04	11-6-2013 05:08
					11-6-2013 05:08	11-6-2013 05:12
0.608883	1.76756	0.245502	0.185959	0	11-6-2013 05:12	11-6-2013 05:16
					11-6-2013 05:16	11-6-2013 05:20
0.59417	1.68326	0.148339	0.251524	0.0784703	11-6-2013 05:20	11-6-2013 05:24
					11-6-2013 05:24	11-6-2013 05:28
0.585356	1.77279	0.0653067	0.250746	0.084599	11-6-2013 05:28	11-6-2013 05:32
					11-6-2013 05:32	11-6-2013 05:36
0.609949	1.72149	0.119743	0.318065	0.115829	11-6-2013 05:36	11-6-2013 05:40
					11-6-2013 05:40	11-6-2013 05:44
0.626225	1.73888	0.204543	0.192811	0.0951974	11-6-2013 05:44	11-6-2013 05:48
					11-6-2013 05:48	11-6-2013 05:52
0.612046	1.7286	0.253825	0.221803	0.0673415	11-6-2013 05:52	11-6-2013 05:56
					11-6-2013 05:56	11-6-2013 06:00
0.659916	1.68338	0.24518	0.329991	0.096804	11-6-2013 06:00	11-6-2013 06:04
					11-6-2013 06:04	11-6-2013 06:08
0.71756	1.78934	0.139452	0.254672	0.0503578	11-6-2013 06:08	11-6-2013 06:12
					11-6-2013 06:12	11-6-2013 06:16
0.740482	1.72376	0.0930853	0.228754	0.140517	11-6-2013 06:16	11-6-2013 06:20
					11-6-2013 06:20	11-6-2013 06:24
